번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
12,대구광역시 남구청(40488),대구광역시 남구 봉덕로13길 54-10,대구광역시 남구 봉덕1동 501-19,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.847137,128.597224,2021-06-18
13,대구광역시 남구청(40489),대구광역시 남구 앞산순환로 736,대구광역시 남구 봉덕2동 1203-2,생활방범,1,200,번호인식형 카메라,30,2020-06,053-664-2492,35.834496,128.604776,2021-06-18
14,대구광역시 남구청(40490),대구광역시 남구 효동길 63,대구광역시 남구 봉덕2동 1283-16,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.837557,128.600583,2021-06-18
15,대구광역시 남구청(40491),대구광역시 남구 삼정4길 91,대구광역시 남구 봉덕3동 1338-93,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.835886,128.594542,2021-06-18
16,대구광역시 남구청(40492),대구광역시 남구 봉덕3동 1322-12,대구광역시 남구 봉덕3동 1322-12,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.8347,128.59703,2021-06-18
17,대구광역시 남구청(40493),대구광역시 남구 명덕로 116,대구광역시 남구 대명3동 2130-10,생활방범,1,200,번호인식형 카메라,30,2020-06,053-664-2492,35.856197,128.582639,2021-06-18
18,대구광역시 남구청(40494),대구광역시 남구 명덕로 116,대구광역시 남구 대명3동 2130-10,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.856197,128.582639,2021-06-18
19,대구광역시 남구청(40495),대구광역시 남구 성당로 300,대구광역시 남구 대명3동 2274-9,생활방범,1,200,번호인식형 카메라,30,2020-06,053-664-2492,35.859579,128.57473,2021-06-18
20,대구광역시 남구청(40496),대구광역시 남구 성당로 300,대구광역시 남구 대명3동 2274-9,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.859579,128.57473,2021-06-18
21,대구광역시 남구청(40497),대구광역시 남구 명덕로20길 12-6,대구광역시 남구 대명3동 2519-41,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.857159,128.579867,2021-06-18
22,대구광역시 남구청(40498),대구광역시 남구 명덕로20길 12-6,대구광역시 남구 대명3동 2519-41,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.857159,128.579867,2021-06-18
23,대구광역시 남구청(40499),대구광역시 남구 성당로 132,대구광역시 남구 대명3동 3046-30,생활방범,1,200,번호인식형 카메라,30,2020-06,053-664-2492,35.847058,128.56736,2021-06-18
24,대구광역시 남구청(40500),대구광역시 남구 성당로 132,대구광역시 남구 대명3동 3046-30,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.847058,128.56736,2021-06-18
25,대구광역시 남구(40501~40503),대구광역시 남구 경상2길 27,대구광역시 남구 대명4동 3016-95,생활방범,3,200,고정형 카메라,30,2020-06,053-664-2492,35.846839,128.575589,2023-04-24
26,대구광역시 남구청(40504),대구광역시 남구 성당로18길 75,대구광역시 남구 대명4동 3052-5,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.846072,128.566518,2021-06-18
27,대구광역시 남구청(40505),대구광역시 남구 봉덕로 2,대구광역시 남구 봉덕1동 1301-2,생활방범,1,200,번호인식형 카메라,30,2020-06,053-664-2492,35.84505,128.590851,2021-06-18
28,대구광역시 남구청(40506),대구광역시 남구 안지랑로 18,대구광역시 남구 대명9동 559-5,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.83291,128.571542,2021-06-18
29,대구광역시 남구청(40507),대구광역시 남구 안골길 64,대구광역시 남구 대명9동 859-1,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.835865,128.576551,2021-06-18
30,대구광역시 남구청(40508),대구광역시 남구 대명남로 64,대구광역시 남구 대명11동 1468-1,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.834773,128.565067,2021-06-18
31,대구광역시 남구청(40509),대구광역시 남구 봉덕로21길 53-29 (봉덕동),대구광역시 남구 봉덕동 744-10,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.846943,128.600234,2023-04-24
32,대구광역시 남구청(40510),대구광역시 남구 봉덕로 111 (봉덕동),대구광역시 남구 봉덕동 531-1,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.844782,128.602647,2023-04-24
33,대구광역시 남구청(40511),대구광역시 남구 큰골9길 12,대구광역시 남구 대명동 473-1,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.83413903,128.5837977,2021-06-18
34,대구광역시 남구청(40512),대구광역시 남구 명덕로40길 105,대구광역시 남구 대명동 1795-16,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.85209843,128.5900505,2021-06-18
35,대구광역시 남구청(40513),대구광역시 남구 현충로5길 7-26,대구광역시 남구 대명동 516-41,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.8329339,128.5789931,2021-06-18
36,대구광역시 남구청(40514),대구광역시 남구 앞산순환로 477,대구광역시 남구 대명동 519 (1),생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.83309107,128.576749,2021-06-18
37,대구광역시 남구청(40515),대구광역시 남구 대경길 91,대구광역시 남구 대명동 3028-58,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.8461151,128.5730242,2021-06-18
38,대구광역시 남구청(40516),대구광역시 남구 성당로18길 21-1,대구광역시 남구 대명4동 3054-25,생활방범,1,200,고정형카메라,30,2020-11,053-664-2492,35.844377,128.564167,2021-06-18
39,대구광역시 남구청(40517),대구광역시 남구 성당로18길 21-1,대구광역시 남구 대명4동 3054-25,생활방범,1,200,고정형카메라,30,2020-11,053-664-2492,35.844377,128.564167,2021-06-18
40,대구광역시 남구청(40518),대구광역시 남구 고산4길 28-1,대구광역시 남구 봉덕3동 1259-37,생활방범,1,200,회전형카메라,30,2020-11,053-664-2492,35.832251,128.602366,2021-06-18
41,대구광역시 남구청(40294),대구광역시 남구 중앙대로36길 9-12 (대명동),대구광역시 남구 대명동 17-52,생활방범,1,200,고정형 카메라,30,2016-12,053-664-2492,35.848858,128.589271,2023-04-24
42,대구광역시 남구청(40295),대구광역시 남구 중앙대로36길 7-1,대구광역시 남구 대명동 17-117,생활방범,1,200,회전형 카메라,30,2016-12,053-664-2492,35.8485787,128.5909765,2021-06-18
43,대구광역시 남구청(40296),대구광역시 남구 용두길 51-12 (봉덕동),대구광역시 남구 봉덕동 1213-4,생활방범,1,200,고정형,30,2020-11,053-664-2492,35.832463,128.604385,2023-04-24
44,대구광역시 남구청(40297),대구광역시 남구 중앙대로35길 36-2,대구광역시 남구 대명동 1953-11,생활방범,1,200,회전형 카메라,30,2016-12,053-664-2492,35.849577,128.586791,2023-04-24
45,대구광역시 남구청(40298),대구광역시 남구 대명9동 산186-2,대구광역시 남구 대명동 산186-2,생활방범,1,200,회전형 카메라,30,2016-12,053-664-2492,35.83294297,128.5849939,2021-06-18
46,대구광역시 남구청(40299),대구광역시 남구 대명9동 산186-2,대구광역시 남구 대명동 산186-2,생활방범,1,200,고정형 카메라,30,2016-12,053-664-2492,35.83294297,128.5849939,2021-06-18
47,대구광역시 남구청(40300),대구광역시 남구 대명9동 산186-2,대구광역시 남구 대명동 산186-2,생활방범,1,200,고정형 카메라,30,2016-12,053-664-2492,35.83294297,128.5849939,2021-06-18
48,대구광역시 남구청(40301),대구광역시 남구 두류공원로12길 25-29,대구광역시 남구 대명동 642-154,생활방범,1,200,회전형 카메라,30,2017-03,053-664-2492,35.84360122,128.5728511,2021-06-18
49,"대구광역시 남구(40102, 40650)",대구광역시 남구 명덕로22길 53,대구광역시 남구 대명동 2131-26,생활방범,2,200,고정형 카메라,30,2022-12,053-664-2492,35.8555416,128.5826581,2023-04-24
50,대구광역시 남구청(40103),대구광역시 남구 대경길 91,대구광역시 남구 대명4동 3028-58,생활방범,1,200,고정형 카메라,30,2020-06,053-664-2492,35.846139,128.57304,2021-06-18
51,대구광역시 남구청(40104),대구광역시 남구 성당로18길 43 (대명동),대구광역시 남구 대명동 3054-65,생활방범,1,200,회전형 카메라,30,2020-06,053-664-2492,35.8450981,128.5651127,2021-06-18
52,대구광역시 남구청(40105),대구광역시 남구 명덕시장길 1 (대명동),대구광역시 남구 대명동 1703-31,생활방범,1,200,회전형 카메라,30,2022-12,053-664-2492,35.843902,128.584748,2023-04-24
53,"대구광역시 남구(40106, 40651)",대구광역시 남구 중앙대로31길 113 (대명동),대구광역시 남구 대명동 1848-2,생활방범,2,200,고정형 카메라,30,2022-12,053-664-2492,35.85019,128.586693,2023-04-24
54,"대구광역시 남구(40107, 40652)",대구광역시 남구 큰골8길 34,대구광역시 남구 대명동 1291,생활방범,2,200,고정형 카메라,30,2022-12,053-664-2492,35.83443336,128.5850541,2023-04-24
55,"대구광역시 남구(40108, 40653)",대구광역시 남구 큰골길 198,대구광역시 남구 대명동 2680-1,생활방범,2,200,고정형 카메라,30,2022-12,053-664-2492,35.83431,128.586015,2023-04-24
56,"대구광역시 남구(40109, 40110)",대구광역시 남구 두류공원로15길 27-1 (1),대구광역시 남구 대명10동 1648-16,생활방범,2,200,고정형 카메라,30,2022-12,053-664-2492,35.842563,128.570507,2023-04-24
57,"남구(40111, 40654, 40655)",대구광역시 남구 대명동 명덕로8길 48,대구광역시 남구 대명동 2284-25,생활방범,3,200,고정형 카메라,30,2022-12,053-664-2492,35.8573952,128.5750752,2023-04-24
58,대구광역시 남구청(40112),대구광역시 남구 영선시장2길 51,대구광역시 남구 대명동 1999-1,생활방범,1,200,회전형 카메라,30,2022-12,053-664-2492,35.85239139,128.592349,2023-04-24
59,대구광역시 남구청(40113),대구광역시 남구 영선시장2길 51 (2),대구광역시 남구 대명동 1999-1 (2),생활방범,1,200,고정형 카메라,30,2022-12,053-664-2492,35.85232179,128.5922775,2023-04-24
60,대구광역시 남구청(40114),대구광역시 남구 봉덕동 841-120,대구광역시 남구 봉덕동 841-120,생활방범,1,200,고정형 카메라,30,2023-12,053-664-2492,35.8448528,128.6061038,2024-01-31
61,대구광역시 남구청(40115),대구광역시 남구 봉덕동 841-120,대구광역시 남구 봉덕동 841-120,생활방범,1,200,회전형 카메라,30,2023-12,053-664-2492,35.8448528,128.6061038,2024-01-31
62,대구광역시 남구청(40116),대구광역시 남구 이천동 657-1,대구광역시 남구 이천동 657-1,생활방범,1,200,고정형 카메라,30,2023-12,053-664-2492,35.85128365,128.6070164,2024-01-31
63,대구광역시 남구청(40117),대구광역시 남구 이천동 657-1,대구광역시 남구 이천동 657-1,생활방범,1,200,회전형 카메라,30,2023-12,053-664-2492,35.85128365,128.6070164,2024-01-31
64,대구광역시 남구청(40118),대구광역시 남구 봉덕동 봉덕로27길 31,대구광역시 남구 봉덕동 965-8,생활방범,1,200,고정형 카메라,30,2023-12,053-664-2492,35.84605126,128.6027259,2024-01-31
65,"대구광역시 남구(40119, 40656)",대구광역시 남구 대덕로 193 (봉덕동),대구광역시 남구 봉덕동 920-4,생활방범,2,200,고정형 카메라,30,2022-12,053-664-2492,35.84152389,128.6040099,2023-04-24
66,대구광역시 남구청(40120),대구광역시 남구 대봉로 36 (봉덕동),대구광역시 남구 봉덕동 929-5,생활방범,1,200,회전형 카메라,30,2023-12,053-664-2492,35.841944,128.604407,2024-01-31
67,대구광역시 남구청(40121),대구광역시 남구 대덕로40길 11-2 (봉덕동),대구광역시 남구 봉덕동 1030-20,생활방범,1,200,회전형 카메라,30,2023-12,053-664-2492,35.84036,128.604138,2024-01-31
68,"대구 남구청(40122, 40710)",대구광역시 남구 대명동 산200-8,대구광역시 남구 대명동 산200-8,생활방범,2,200,고정형 카메라,30,2023-12,053-664-2492,35.8314247,128.574645,2024-01-31
69,대구광역시 남구청(40123),대구광역시 남구 대명로19길 13,대구광역시 남구 대명10동 1610-39,생활방범,1,200,회전형 카메라,30,2023-12,053-664-2492,35.84020109,128.5676128,2024-01-31
70,"대구광역시 남구(40124, 40657)",대구광역시 남구 장전3길 20 (대명동),대구광역시 남구 대명동 1654-13,생활방범,2,200,고정형 카메라,30,2022-12,053-664-2492,35.842443,128.574074,2023-04-24
71,대구광역시 남구청(40125),대구광역시 남구 명덕로68길 43,대구광역시 남구 이천동 121-401,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85297334,128.6061721,2021-06-18
72,대구광역시 남구청(40126),대구광역시 남구 대봉로38길 13-2,대구광역시 남구 이천동 184-2,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85480822,128.6033676,2021-06-18
73,대구광역시 남구청(40127),대구광역시 남구 명덕로64길 12,대구광역시 남구 이천동 195-54,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.8542509,128.604858,2021-06-18
74,대구광역시 남구청(40128),대구광역시 남구 명덕로64길 35,대구광역시 남구 이천동 198-9,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85325042,128.6048614,2021-06-18
75,대구광역시 남구청(40129),대구광역시 남구 명덕로68길 12,대구광역시 남구 이천동 214-713,생활방범,1,200,고정형 카메라,30,2015-05,053-664-2492,35.85422304,128.6060506,2021-06-18
76,대구광역시 남구청(40130),대구광역시 남구 대봉로30길 19,대구광역시 남구 이천동 280-56,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85184731,128.604275,2021-06-18
77,대구광역시 남구청(40131),대구광역시 남구 대봉로32길 6-1,대구광역시 남구 이천동 287-31,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85237424,128.6034487,2021-06-18
78,대구광역시 남구청(40132),대구광역시 남구 이천로28길 8-71,대구광역시 남구 이천동 338-20,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85229865,128.6000069,2021-06-18
79,대구광역시 남구청(40133),대구광역시 남구 이천로28길 43-1,대구광역시 남구 이천동 388-33,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85476058,128.6002893,2021-06-18
80,대구광역시 남구청(40134),대구광역시 남구 이천로 152 (이천동),대구광역시 남구 이천동 398-15,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85469546,128.5988938,2023-04-24
81,대구광역시 남구청(40135),대구광역시 남구 이천로 136,대구광역시 남구 이천동 408-3,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85335375,128.5986401,2021-06-18
82,대구광역시 남구청(40136),대구광역시 남구 이천로27길 26,대구광역시 남구 이천동 425-5,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85193964,128.5976974,2021-06-18
83,대구광역시 남구청(40137),대구광역시 남구 이천로29길 14,대구광역시 남구 이천동 436-22,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85382717,128.5976916,2021-06-18
84,대구광역시 남구청(40138),대구광역시 남구 이천로29길 28-8,대구광역시 남구 이천동 440-2,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85379493,128.5969274,2021-06-18
85,대구광역시 남구청(40139),대구광역시 남구 이천로28길 71 (이천동),대구광역시 남구 이천동 310-10,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.851024,128.597136,2023-04-24
86,대구광역시 남구청(40140),대구광역시 남구 중앙대로22길 273 (봉덕동),대구광역시 남구 봉덕동 879-14,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85009,128.597359,2023-04-24
87,대구광역시 남구청(40141),대구광역시 남구 대봉로 116-86,대구광역시 남구 이천동 560-12,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.84879871,128.6046947,2021-06-18
88,대구광역시 남구청(40142),대구광역시 남구 명덕로 228-4,대구광역시 남구 이천동 637-28,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85607625,128.5949184,2021-06-18
89,대구광역시 남구청(40143),대구광역시 남구 명덕로68길 56,대구광역시 남구 이천동 206-50,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85254299,128.6057307,2021-06-18
90,대구광역시 남구청(40144),대구광역시 남구 명덕로66길 3-2,대구광역시 남구 이천동 210-1,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85479779,128.6054379,2021-06-18
91,대구광역시 남구청(40145),대구광역시 남구 대봉로 172-2,대구광역시 남구 이천동 306-14,생활방범,1,200,회전형 카메라,30,2015-05,053-664-2492,35.85406277,128.6028415,2021-06-18
92,대구광역시 남구청(40146),대구광역시 남구 중앙대로32길 110,대구광역시 남구 봉덕동 518-2,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84757728,128.5966261,2021-06-18
93,대구광역시 남구청(40147),대구광역시 남구 봉덕로13길 30-1,대구광역시 남구 봉덕동 523-27,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84633876,128.5973695,2021-06-18
94,대구광역시 남구청(40148),대구광역시 남구 봉덕로13길 54-1,대구광역시 남구 봉덕동 524-6,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84739504,128.5970232,2021-06-18
95,대구광역시 남구청(40149),대구광역시 남구 중앙대로 36길 7-2,대구광역시 남구 대명동 17-116,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84856007,128.5910981,2021-06-18
96,대구광역시 남구청(40150),대구광역시 남구 봉덕로7길 18,대구광역시 남구 봉덕동 574-10,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84653086,128.5949908,2021-06-18
97,대구광역시 남구청(40151),대구광역시 남구 봉덕로11길 14-1,대구광역시 남구 봉덕동 692-20,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84571442,128.5960475,2021-06-18
98,대구광역시 남구청(40152),대구광역시 남구 봉덕로5길 42-2 (봉덕동),대구광역시 남구 봉덕동 588-43,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.847007,128.593414,2023-04-24
99,대구광역시 남구청(40153),대구광역시 남구 이천로 64,대구광역시 남구 봉덕동 494-8,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.8468456,128.5987572,2021-06-18
100,대구광역시 남구청(40154),대구광역시 남구 봉덕공원길 15,대구광역시 남구 봉덕동 879-37,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84225854,128.6057962,2021-06-18
101,대구광역시 남구청(40155),대구광역시 남구 대봉로 1 (봉덕동),대구광역시 남구 봉덕동 1045-12,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.838911,128.604776,2023-04-24
102,대구광역시 남구청(40156),대구광역시 남구 대덕로40길 98,대구광역시 남구 봉덕동 1119-4,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.83676993,128.6039169,2021-06-18
103,대구광역시 남구청(40157),대구광역시 남구 용두길 32,대구광역시 남구 봉덕동 1581-70,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.83367593,128.6044026,2021-06-18
104,대구광역시 남구청(40158),대구광역시 남구 삼정길 46,대구광역시 남구 봉덕동 666-19,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84021955,128.5953975,2021-06-18
105,대구광역시 남구청(40159),대구광역시 남구 봉덕로12길 23,대구광역시 남구 봉덕동 685-18,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84375349,128.5970623,2021-06-18
106,대구광역시 남구청(40160),대구광역시 남구 이천로7길 69,대구광역시 남구 봉덕동 714-9,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84380433,128.5940848,2021-06-18
107,대구광역시 남구청(40161),대구광역시 남구 신촌길 22,대구광역시 남구 봉덕동 1289-38,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.83823156,128.6000316,2021-06-18
108,대구광역시 남구청(40162),대구광역시 남구 삼정2길 71-116,대구광역시 남구 봉덕동 1322-19,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.83676144,128.5966113,2021-06-18
109,대구광역시 남구청(40163),대구광역시 남구 장전1길 135,대구광역시 남구 대명동 791-13,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.8403583,128.5780968,2021-06-18
110,대구광역시 남구청(40164),대구광역시 남구 두류공원로16길 69-1,대구광역시 남구 대명동 1221-148,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84455305,128.5735997,2021-06-18
111,대구광역시 남구청(40165),대구광역시 남구 대경길 185,대구광역시 남구 대명동 3015-16,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84514556,128.575973,2021-06-18
112,대구광역시 남구청(40166),대구광역시 남구 현충로29길 26,대구광역시 남구 대명동 1721-18,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84598089,128.5784477,2021-06-18
113,대구광역시 남구청(40167),대구광역시 남구 중앙대로51길 32,대구광역시 남구 대명동 1807-3,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85639511,128.5887538,2021-06-18
114,대구광역시 남구청(40168),대구광역시 남구 중앙대로51길 75,대구광역시 남구 대명동 1825-1,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85601922,128.5861646,2021-06-18
115,대구광역시 남구청(40169),대구광역시 남구 중앙대로47길 97,대구광역시 남구 대명동 1884-6,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85434818,128.5852622,2021-06-18
116,대구광역시 남구청(40170),대구광역시 남구 큰골길 31 (대명동),대구광역시 남구 대명동 722-9,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,38.837598,128.577586,2023-04-24
117,대구광역시 남구청(40172),대구광역시 남구 현충로3길 16 (대명동),대구광역시 남구 대명동 526-9,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.833652,128.57768,2023-04-24
118,대구광역시 남구청(40173),대구광역시 남구 현충로46길 31,대구광역시 남구 대명동 1913-22,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85142599,128.5838014,2021-06-18
119,대구광역시 남구청(40174),대구광역시 남구 계명중앙1길 21,대구광역시 남구 대명동 2321-1,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85646834,128.581137,2021-06-18
120,대구광역시 남구청(40175),대구광역시 남구 양지북길 94-1,대구광역시 남구 대명동 2237-3,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85181008,128.578944,2021-06-18
121,대구광역시 남구청(40176),대구광역시 남구 명덕로16길 156,대구광역시 남구 대명동 2259-1,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85141554,128.5766495,2021-06-18
122,대구광역시 남구청(40177),대구광역시 남구 명덕로16길 62,대구광역시 남구 대명동 2264-6,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85563184,128.5770454,2021-06-18
123,대구광역시 남구청(40178),대구광역시 남구 두류공원로16길 90-14 (대명동),대구광역시 남구 대명동 629-33,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.844325,128.574612,2023-04-24
124,대구광역시 남구청(40179),대구광역시 남구 명덕로16길 23,대구광역시 남구 대명동 2564-26,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.85714223,128.5778425,2021-06-18
125,대구광역시 남구청(40180),대구광역시 남구 양지로6길 67,대구광역시 남구 대명동 3006-34,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84824779,128.577501,2021-06-18
126,대구광역시 남구청(40181),대구광역시 남구 현충서길 55 (대명동),대구광역시 남구 대명동 3007-54,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84669361,128.578309,2023-04-24
127,대구광역시 남구청(40182),대구광역시 남구 대경길 230,대구광역시 남구 대명동 3008-18,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84690731,128.5769821,2021-06-18
128,대구광역시 남구청(40183),대구광역시 남구 대경5길 41-2 (대명동),대구광역시 남구 대명동 3017-53,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84732643,128.5760441,2023-04-24
129,대구광역시 남구청(40184),대구광역시 남구 대경길 335,대구광역시 남구 대명동 3025-1,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84954395,128.5741117,2021-06-18
130,대구광역시 남구청(40185),대구광역시 남구 성당시장길 42-1,대구광역시 남구 대명동 3041-1,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84808364,128.5703704,2021-06-18
131,대구광역시 남구청(40186),대구광역시 남구 성당로28길 12,대구광역시 남구 대명동 3046-9,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84703942,128.5681931,2021-06-18
132,대구광역시 남구청(40187),대구광역시 남구 대명동 중앙대로21길 9,대구광역시 남구 대명동 116-1,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84250768,128.5896557,2021-06-18
133,대구광역시 남구청(40188),대구광역시 남구 대명로53길 28-4,대구광역시 남구 대명동 173-5,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84408805,128.5858841,2021-06-18
134,대구광역시 남구청(40189),대구광역시 남구 대명로58길 51 (대명동),대구광역시 남구 대명동 87-126,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84165169,128.5882904,2023-04-24
135,대구광역시 남구청(40190),대구광역시 남구 현충로20길 18-2,대구광역시 남구 대명동 1686-2,생활방범,1,200,회전형 카메라,30,2015-12,053-664-2492,35.84145325,128.5809276,2021-06-18
