번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
53,세종특별자치시청,세종특별자치시 만남로 45,세종특별자치시 고운동 1711,생활방범,2,200,고운초등학교앞 사거리,30,2016-05,044-300-2454,36.50331,127.2367,2023-04-26
54,세종특별자치시청,,세종특별자치시 고운동 1740,생활방범,1,200,가락마을6단지58012다빛초등학교(가온마을3단지)방면 버스정류장,30,2016-05,044-300-2454,36.50247,127.2384,2023-04-26
55,세종특별자치시청,,세종특별자치시 고운동 2043,생활방범,2,200,너비뜰교차로 서북측,30,2016-05,044-300-2454,36.49999,127.2402,2023-04-26
56,세종특별자치시청,세종특별자치시 만남로3길 51-1,세종특별자치시 고운동 1791,생활방범,1,200,가락마을 1단지 108동 앞,30,2016-05,044-300-2454,36.50182,127.2335,2023-04-26
57,세종특별자치시청,세종특별자치시 만남로 14,세종특별자치시 고운동 1914,생활방범,1,200,눙두네 세종고운점,30,2016-05,044-300-2454,36.50087,127.2363,2023-04-26
58,세종특별자치시청,세종특별자치시 만남로3길 16,세종특별자치시 고운동 1894,생활방범,1,200,다정동(장기로)51098봉안리(다름고개)방면,30,2016-05,044-300-2454,36.50002,127.2342,2023-04-26
59,세종특별자치시청,세종특별자치시 보듬3로 92,세종특별자치시 아름동 1292,생활방범,4,200,아름동 파리바게트앞,30,2014-04,044-300-2454,36.51169,127.2498,2023-04-26
60,세종특별자치시청,세종특별자치시 달빛1로 107,세종특별자치시 아름동 1348,생활방범,1,200,아름동 나래유치원옆,30,2014-04,044-300-2454,36.50863,127.2455,2023-04-26
61,세종특별자치시청,세종특별자치시 보듬3로 105,세종특별자치시 아름동 1352,생활방범,1,200,아름동 싱싱장터,30,2014-04,044-300-2454,36.51159,127.2479,2023-04-26
62,세종특별자치시청,,세종특별자치시 종촌동 650,생활방범,1,200,아름동 가재마을 708동 뒤 사거리,30,2014-04,044-300-2454,36.50744,127.2496,2023-04-26
63,세종특별자치시청,,세종특별자치시 종촌동 651,생활방범,1,200,아름동 가재1218동뒤,30,2014-04,044-300-2454,36.50706,127.2515,2023-04-26
64,세종특별자치시청,세종특별자치시 달빛로 216,세종특별자치시 아름동 1184,생활방범,1,200,아름동 1016동옆,30,2014-04,044-300-2454,36.51803,127.252,2023-04-26
65,세종특별자치시청,세종특별자치시 달빛로 174,세종특별자치시 아름동 1275,생활방범,1,200,아름동 아름초앞,30,2014-04,044-300-2454,36.51493,127.251,2023-04-26
66,세종특별자치시청,,세종특별자치시 아름동 1170,생활방범,1,200,아름동 10단지생태터널옆,30,2014-04,044-300-2454,36.51937,127.2531,2023-04-26
67,세종특별자치시청,세종특별자치시 아름서길 3,세종특별자치시 아름동 1318,생활방범,1,200,름동 뚜레쥬르 맞은편 사거리,30,2014-04,044-300-2454,36.51209,127.2438,2023-04-26
68,세종특별자치시청,,세종특별자치시 아름동 1376,생활방범,1,200,아름동 1106동앞,30,2014-04,044-300-2454,36.5094,127.25,2023-04-26
69,세종특별자치시청,세종특별자치시 범지기길 61,세종특별자치시 아름동 1248,생활방범,1,200,아름동 1009동건너편,30,2014-04,044-300-2454,36.51618,127.2514,2023-04-26
70,세종특별자치시청,,세종특별자치시 아름동 1083,생활방범,1,200,아름동 1020동뒤사거리,30,2014-04,044-300-2454,36.51939,127.2521,2023-04-26
71,세종특별자치시청,세종특별자치시 아름동 1097,세종특별자치시 아름동 1097,생활방범,1,200,아름동 1023동후문,30,2014-04,044-300-2454,36.51908,127.2492,2023-04-26
72,세종특별자치시청,,세종특별자치시 아름동 1298,생활방범,1,200,아름동 303동옆,30,2014-04,044-300-2454,36.51558,127.2454,2023-04-26
73,세종특별자치시청,세종특별자치시 시청대로 115,세종특별자치시 보람동 664-195,생활방범,2,200,금강노을빌딩 뒷편,30,2017-03,044-300-2454,36.47924,127.2844,2023-04-26
74,세종특별자치시청,세종특별자치시 시청대로 137,세종특별자치시 보람동 664-107,생활방범,2,200,리버피크닉 뒷편,30,2017-03,044-300-2454,36.48005,127.2862,2023-04-26
75,세종특별자치시청,세종특별자치시 시청대로 163,세종특별자치시 보람동 664-1,생활방범,2,200,리버피크닉 뒷편,30,2017-03,044-300-2454,36.4814,127.2892,2023-04-26
76,세종특별자치시청,,세종특별자치시 보람동 623-2,생활방범,2,200,금강수변공원 분수대,30,2017-03,044-300-2454,36.48263,127.2917,2023-04-26
77,세종특별자치시청,세종특별자치시 시청대로 219,세종특별자치시 보람동 456-4,생활방범,2,200,시드니하트 뒷편,30,2017-03,044-300-2454,36.48416,127.293,2023-04-26
78,세종특별자치시청,,세종특별자치시 보람동 783,생활방범,2,200,호려울마을 5단지 제일풍경채 505동 옆 산책로,30,2017-03,044-300-2454,36.47535,127.2924,2023-04-26
79,세종특별자치시청,,세종특별자치시 보람동 778,생활방범,2,200,중흥S클래스 에듀마크 117 동 옆,30,2017-03,044-300-2454,36.47902,127.2994,2023-04-26
80,세종특별자치시청,,세종특별자치시 보람동 664-68,생활방범,2,200,나눔주차장 앞 횡단보도,30,2017-03,044-300-2454,36.47606,127.278,2023-04-26
81,세종특별자치시청,,세종특별자치시 보람동 788,생활방범,2,200,수변공원 전기차충전소,30,2017-03,044-300-2454,36.48175,127.2911,2023-04-26
82,세종특별자치시청,세종특별자치시 소담4로 14,세종특별자치시 소담동 349-1,생활방범,3,200,새샘유치원,30,2017-03,044-300-2454,36.48838,127.3003,2023-04-26
83,세종특별자치시청,세종특별자치시 소담4로 33,세종특별자치시 소담동 288-1,생활방범,3,200,글벗중학교 후문 옆 회전교차로,30,2017-03,044-300-2454,36.48844,127.2976,2023-04-26
84,세종특별자치시청,세종특별자치시 소담4로 33,세종특별자치시 소담동 288-1,생활방범,3,200,글벗중학교 정문 옆,30,2017-03,044-300-2454,36.49066,127.301,2023-04-26
85,세종특별자치시청,세종특별자치시 소담로 121,세종특별자치시 소담동 508-2,생활방범,3,200,글벗초등학교입구 주변,30,2017-03,044-300-2454,36.48731,127.2969,2023-04-26
86,세종특별자치시청,세종특별자치시 소담3로 26,세종특별자치시 소담동 508-6,생활방범,3,200,학교입구 주변,30,2017-03,044-300-2454,36.48677,127.2979,2023-04-26
87,세종특별자치시청,세종특별자치시 소담1로 16,세종특별자치시 소담동 9-169,생활방범,3,200,글벗유치원 입구 주변,30,2017-03,044-300-2454,36.48429,127.3011,2023-04-26
88,세종특별자치시청,세종특별자치시 남세종로 340,세종특별자치시 소담동 9-190,생활방범,3,200,소담중학교 후문앞 주변,30,2017-03,044-300-2454,36.48245,127.3009,2023-04-26
89,세종특별자치시청,,세종특별자치시 소담동 591,생활방범,3,200,소담동 소담고뒤팔각정,30,2017-03,044-300-2454,36.48305,127.3033,2023-04-26
90,세종특별자치시청,세종특별자치시 남세종로 326,세종특별자치시 소담동 9-147,생활방범,3,200,소담고등학교주변,30,2017-03,044-300-2454,36.48146,127.3025,2023-04-26
91,세종특별자치시청,,세종특별자치시 소담동 545,생활방범,2,200,새샘마을 4단지 경로당 앞 회전교차로,30,2017-03,044-300-2454,36.48601,127.2962,2023-04-26
92,세종특별자치시청,세종특별자치시 소담 3로 8,세종특별자치시 소담동 539,생활방범,3,200,교차로 주변,30,2017-03,044-300-2454,36.48629,127.3009,2023-04-26
93,세종특별자치시청,세종특별자치시 소담 8로 6,세종특별자치시 소담동37-4,생활방범,2,200,스타벅스 앞,30,2017-03,044-300-2454,36.48552,127.3003,2023-04-26
94,세종특별자치시청,세종특별자치시 한누리대로 2023,세종특별자치시 소담동 579,생활방범,2,200,주민센터 삼거리 주변,30,2017-03,044-300-2454,36.48414,127.2996,2023-04-26
95,세종특별자치시청,세종특별자치시 남세종로 301,세종특별자치시 소담동 597,생활방범,3,200,새샘마을 5단지 512동 옆 교,30,2017-03,044-300-2454,36.48112,127.3012,2023-04-26
96,세종특별자치시청,세종특별자치시 남세종로 301,세종특별자치시 반곡동 32-88,생활방범,2,200,새샘마을 5단지 5003동 옆 횡단보도,30,2017-03,044-300-2454,36.4798,127.3043,2023-04-26
97,세종특별자치시청,세종특별자치시 남세종로 301,세종특별자치시 소담동 산 9,생활방범,2,200,새샘마을 5단지 512동 옆 교차로,30,2017-03,044-300-2454,36.48187,127.3072,2023-04-26
98,세종특별자치시청,,세종특별자치시 소담동 9-9,생활방범,2,200,소담동 새샘교차로,30,2017-03,044-300-2454,36.48031,127.3082,2023-04-26
99,세종특별자치시청,세종특별자치시  법원로 82,세종특별자치시 반곡동 771-62,생활방범,2,200,산업재해보상보험 앞,30,2017-03,044-300-2454,36.49041,127.3034,2023-04-26
100,세종특별자치시청,,세종특별자치시 소담동 531,생활방범,2,200,소담동 8단지 후문앞,30,2017-03,044-300-2454,36.48773,127.3011,2023-04-26
101,세종특별자치시청,세종특별자치시  한누리대로 1978,세종특별자치시 소담동 345,생활방범,2,200,소담프라자 삼거리,30,2017-03,044-300-2454,36.48765,127.3017,2023-04-26
102,세종특별자치시청,세종특별자치시  한누리대로 1978,세종특별자치시 소담동 345,생활방범,2,200,소담프라자 건너편 삼거리,30,2017-03,044-300-2454,36.48716,127.3029,2023-04-26
103,세종특별자치시청,,세종특별자치시 소담동 583,생활방범,2,200,새샘마을 6단지 후문 옆,30,2017-03,044-300-2454,36.48537,127.3023,2023-04-26
104,세종특별자치시청,,세종특별자치시 소담동 308,생활방범,3,200,WHI CAF? 앞 삼거리,30,2017-03,044-300-2454,36.49066,127.301,2023-04-26
105,세종특별자치시청,세종특별자치시 한누리대로 1970,세종특별자치시 소담동 332-2,생활방범,2,200,유림빌딩,30,2017-03,044-300-2454,36.48854,127.3021,2023-04-26
106,세종특별자치시청,세종특별자치시 법원 2로 18,세종특별자치시 소담동 555,생활방범,2,200,리치타워2 공인중개사무실 교차로,30,2019-04,044-300-2454,36.48736,127.3035,2023-04-26
107,세종특별자치시청,세종특별자치시 법원 2로 12,세종특별자치시 소담동 557,생활방범,1,200,삼거리 주변,30,2019-04,044-300-2454,36.48584,127.3035,2023-04-26
108,세종특별자치시청,세종특별자치시 소담로 70,세종특별자치시 소담동 566,생활방범,2,200,삼거리 주변,30,2019-04,044-300-2454,36.48493,127.3042,2023-04-26
109,세종특별자치시청,,세종특별자치시 아름동 868,생활방범,1,200,아름동 샘솟는교회 옆,30,2014-04,044-300-2454,36.51886,127.2466,2023-04-26
110,세종특별자치시청,세종특별자치시 달빛로 41,세종특별자치시 종촌동 669,생활방범,2,200,충만치킨 앞,30,2016-05,044-300-2454,36.50231,127.2502,2023-04-26
111,세종특별자치시청,세종특별자치시 도움3로 75,세종특별자치시 종촌동 654,생활방범,1,200,가재마을11단지 1103동 서북측사거리,30,2016-05,044-300-2454,36.50477,127.2502,2023-04-26
112,세종특별자치시청,세종특별자치시 도움3로 68,세종특별자치시 종촌동 653,생활방범,1,200,윤선생아트교실앞,30,2016-05,044-300-2454,36.50408,127.2532,2023-04-26
113,세종특별자치시청,세종특별자치시 도움3로 126,세종특별자치시 종촌동 645,생활방범,1,200,도란유치원 동쪽,30,2016-05,044-300-2454,36.50524,127.2474,2023-04-26
114,세종특별자치시청,세종특별자치시 가름로 80,세종특별자치시 종촌동 693,생활방범,2,200,떡하늬떡방세종점 아래,30,2016-05,044-300-2454,36.49941,127.2495,2023-04-26
115,세종특별자치시청,세종특별자치시 절재로 13,세종특별자치시 아름동 1339,생활방범,1,200,범지기마을1단지 101동앞,30,2016-05,044-300-2454,36.50908,127.2416,2023-04-26
116,세종특별자치시청,세종특별자치시 보듬8로 11,세종특별자치시 도담동 583,생활방범,3,200,도담동 BRT고가북쪽도로끝,30,2014-04,044-300-2454,36.52538,127.2618,2023-04-26
117,세종특별자치시청,세종특별자치시 보듬3로 8-23,세종특별자치시 도담동 674,생활방범,3,200,도담동 시계탑 광장,30,2014-04,044-300-2454,36.51442,127.2581,2023-04-26
118,세종특별자치시청,세종특별자치시 보듬3로 7,세종특별자치시 도담동 848,생활방범,1,200,도담동 CU편의점 횡단보도앞,30,2014-04,044-300-2454,36.51232,127.2594,2023-04-26
119,세종특별자치시청,,세종특별자치시 도담동 842,생활방범,1,200,도담동 홈플러스앞사거리,30,2014-04,044-300-2454,36.5079,127.2576,2023-04-26
120,세종특별자치시청,,세종특별자치시 도담동 513,생활방범,1,200,도담동 단독주택동쪽부지,30,2014-04,044-300-2454,36.51977,127.2635,2023-04-26
121,세종특별자치시청,,세종특별자치시 도담동 542,생활방범,1,200,도담동 드롭탑커피숍앞,30,2014-04,044-300-2454,36.5187,127.2628,2023-04-26
122,세종특별자치시청,세종특별자치시 다솜1로 164,세종특별자치시 도담동 685,생활방범,3,200,도담동 2단지 204동 앞 삼거리,30,2014-04,044-300-2454,36.51201,127.2559,2023-04-26
123,세종특별자치시청,,세종특별자치시 도담동 914,생활방범,1,200,도담동 늘봄초옆삼거리,30,2014-04,044-300-2454,36.51477,127.2554,2023-04-26
124,세종특별자치시청,,세종특별자치시 도담동 407-8,생활방범,1,200,도담동 세종충남대병원 정문,30,2014-04,044-300-2454,36.51872,127.2566,2023-04-26
125,세종특별자치시청,,세종특별자치시 도담동 582,생활방범,1,200,도담동 양지유치원사거리,30,2014-04,044-300-2454,36.51813,127.2618,2023-04-26
126,세종특별자치시청,세종특별자치시 보듬3로 73,세종특별자치시 아름동 1363,생활방범,1,200,도담동 늘봄유치원앞생태터널,30,2014-04,044-300-2454,36.51133,127.2531,2023-04-26
127,세종특별자치시청,세종특별자치시 갈매로 596,세종특별자치시 도담동 634,생활방범,1,200,도담동 17단지 1704동 사거리,30,2014-04,044-300-2454,36.51586,127.2654,2023-04-26
128,세종특별자치시청,세종특별자치시 보듬4로 20,세종특별자치시 도담동 402,생활방범,1,200,도담동 10단지 1004동 상가 앞,30,2014-04,044-300-2454,36.51064,127.2607,2023-04-26
129,세종특별자치시청,세종특별자치시 보듬4로 68,세종특별자치시 도담동 861,생활방범,1,200,도담동 16단지 1604동 앞 삼거리,30,2014-04,044-300-2454,36.51385,127.2662,2023-04-26
130,세종특별자치시청,세종특별자치시 갈매로 512,세종특별자치시 도담동 896,생활방범,3,200,도담동 양지중앞,30,2014-04,044-300-2454,36.50875,127.2676,2023-04-26
131,세종특별자치시청,,세종특별자치시 세종동 산22-2,생활방범,1,200,도담동 14단지 1410동 삼거리,30,2014-04,044-300-2454,36.5116,127.2669,2023-04-26
132,세종특별자치시청,,세종특별자치시 세종동 산421,생활방범,1,200,도담동 19단지 옆 원수산입구,30,2014-04,044-300-2454,36.51586,127.2681,2023-04-26
133,세종특별자치시청,,세종특별자치시 세종동 산409,생활방범,1,200,도담동 20단지 2004동 앞 삼거리,30,2014-04,044-300-2454,36.51856,127.2644,2023-04-26
134,세종특별자치시청,,세종특별자치시 도담동920,생활방범,1,200,도담먹자골목 다옴프라자,30,2019-05,044-300-2454,36.51402,127.2582,2023-04-26
135,세종특별자치시청,세종특별자치시 보듬1로 12,세종특별자치시 도담동 849,생활방범,2,200,도램아띠어린이집,30,2019-05,044-300-2454,36.51069,127.2601,2023-04-26
136,세종특별자치시청,세종특별자치시 다솜으로 50 (어진동),세종특별자치시 어진동 565,생활방범,1,200,"모닝시티 입구,다솜로 양방향",30,2014-04,044-300-2454,36.4957,127.2587,2023-04-26
137,세종특별자치시청,세종특별자치시 가름로 268 (어진동),세종특별자치시 어진동 659,생활방범,1,200,중앙공원로 양방향,30,2014-04,044-300-2454,36.49366,127.2683,2023-04-26
138,세종특별자치시청,세종특별자치시 가름로 225 (어진동),세종특별자치시 어진동 655,생활방범,1,200,문체부 앞 사거리,30,2014-04,044-300-2454,36.49696,127.2655,2023-04-26
139,세종특별자치시청,세종특별자치시 갈매로 370 (어진동),세종특별자치시 어진동 657,생활방범,3,200,가름로 양방향,30,2014-04,044-300-2454,36.49665,127.2632,2023-04-26
140,세종특별자치시청,세종특별자치시 한누리대로 385 (어진동),세종특별자치시 어진동 588,생활방범,3,200,가름로 양방향,30,2014-04,044-300-2454,36.4984,127.2586,2023-04-26
141,세종특별자치시청,세종특별자치시 한누리대로 393 (어진동),세종특별자치시 어진동 590,생활방범,1,200,한누리대로 양방향,30,2014-04,044-300-2454,36.49943,127.2591,2023-04-26
142,세종특별자치시청,세종특별자치시 도움4로 75 (어진동),세종특별자치시 어진동 632,생활방범,1,200,다솜3로 양방향,30,2014-04,044-300-2454,36.49992,127.2679,2023-04-26
143,세종특별자치시청,세종특별자치시 도움6로 40 (어진동),세종특별자치시 어진동 573,생활방범,1,130,도움6로 양방향,30,2014-04,044-300-2454,36.50317,127.2655,2023-04-26
144,세종특별자치시청,세종특별자치시 소담동 615,세종특별자치시 소담동 산 3,생활방범,2,200,개소 주변 일대,30,2019-04,044-300-2454,36.48598,127.3049,2023-04-26
145,세종특별자치시청,,세종특별자치시 반곡동 771-34,생활방범,1,200,"법원, 검창절 주변",30,2019-04,044-300-2454,36.48911,127.3064,2023-04-26
146,세종특별자치시청,세종특별자치시 소담 8로 6,세종특별자치시 소담동 583,생활방범,2,200,새샘마을 7단지 정문,30,2017-03,044-300-2454,36.48678,127.2989,2023-04-26
147,세종특별자치시청,세종특별자치시 소담 4로 33,세종특별자치시 소담동 606,생활방범,2,200,글벗중학교 후문옆 교차로,30,2017-03,044-300-2454,36.48741,127.2994,2023-04-26
148,세종특별자치시청,세종특별자치시 시청대로 236,세종특별자치시 소담동 333-83,생활방범,2,200,이마트24 세종리버시티점 맞은편 공원,30,2017-03,044-300-2454,36.48576,127.2945,2023-04-26
149,세종특별자치시청,,세종특별자치시 소담동 602,생활방범,2,200,새샘마을9단지 중흥S클래스 912동 옆 교차로,30,2017-03,044-300-2454,36.49009,127.302,2023-04-26
150,세종특별자치시청,,세종특별자치시 부강면 문곡리 산5-5,차량방범,4,200,문곡리 96번국도 세종방면,30,2019-02,044-300-2454,36.52973,127.4017,2023-04-26
151,세종특별자치시청,,세종특별자치시 부강면 행산리 642-10,차량방범,3,200,행산리 세종청주로 청주방면,30,2019-02,044-300-2454,36.5524,127.37,2023-04-26
152,세종특별자치시청,,세종특별자치시 부강면 행산리 213-8,차량방범,3,200,행산리 세종청주로 세종방면,30,2019-02,044-300-2454,36.55046,127.3693,2023-04-26
153,세종특별자치시청,세종특별자치시 부강면 부강로 25-2,세종특별자치시 부강면 부강리 433-7,생활방범,5,200,부강중 정문입구사거리 360도,30,2012-06,044-300-2454,36.52841,127.3667,2023-04-26
