번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
104,유성구청,,대전광역시 유성구 송정동 150,생활방범,1,200,360°,30,2011-03,042-611-2114,36.2879363,127.2649906,2021-10-01
105,유성구청,,대전광역시 유성구 교촌동 619-10,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3051959,127.3164017,2021-10-01
106,유성구청,,대전광역시 유성구 교촌동 635-5,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3020484,127.3149216,2021-10-01
107,유성구청,,대전광역시 유성구 교촌동 627-9,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3043123,127.3164322,2021-10-01
108,유성구청,,대전광역시 유성구 원내동 64-4,생활방범,1,200,360°,30,2011-03,042-611-2114,36.2986166,127.3154181,2021-10-01
109,유성구청,,대전광역시 유성구 원내동 296-2,생활방범,1,200,360°,30,2011-03,042-611-2114,36.298545,127.3164932,2021-10-01
110,유성구청,,대전광역시 유성구 원내동 61-1,생활방범,1,200,360°,30,2011-03,042-611-2114,36.2998852,127.3141791,2021-10-01
111,유성구청,,대전광역시 유성구 학하동 360-2,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3341118,127.3127045,2021-10-01
112,유성구청,,대전광역시 유성구 학하동 581-5,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3349948,127.3127487,2021-10-01
113,유성구청,,대전광역시 유성구 원내동 206-5,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3006596,127.3182483,2021-10-01
114,유성구청,,대전광역시 유성구 원내동 358,생활방범,1,200,360°,30,2011-03,042-611-2114,36.2949844,127.3206101,2021-10-01
115,유성구청,,대전광역시 유성구 원내동 358,생활방범,1,200,360°,30,2011-03,042-611-2114,36.2949844,127.3206101,2021-10-01
116,유성구청,,대전광역시 유성구 원내동 85-8,생활방범,1,200,360°,30,2011-03,042-611-2114,36.302907,127.3194691,2021-10-01
117,유성구청,,대전광역시 유성구 원내동 87-4,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3029102,127.3203343,2021-10-01
118,유성구청,,대전광역시 유성구 송강동 9,생활방범,1,200,360°,30,2011-03,042-611-2114,36.4349801,127.3840943,2021-10-01
119,유성구청,,대전광역시 유성구 송강동 200-4,생활방범,1,200,360°,30,2011-03,042-611-2114,36.43083766,127.3845171,2021-10-01
120,유성구청,,대전광역시 유성구 봉산동 204-8,생활방범,1,200,360°,30,2011-03,042-611-2114,36.4363918,127.3871482,2021-10-01
121,유성구청,,대전광역시 유성구 봉산동 233-3,생활방범,1,200,360°,30,2011-03,042-611-2114,36.4354096,127.3877744,2021-10-01
122,유성구청,,대전광역시 유성구 구암동 628-1,생활방범,1,200,360°,30,2011-03,042-611-2114,36.34957,127.3283638,2021-10-01
123,유성구청,,대전광역시 유성구 장대동 263-4,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3599625,127.3318457,2021-10-01
124,유성구청,,대전광역시 유성구 구암동 588-9,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3551098,127.3331986,2021-10-01
125,유성구청,,대전광역시 유성구 구암동 618-5,생활방범,1,200,360°,30,2011-03,042-611-2114,36.350385,127.3329637,2021-10-01
126,유성구청,,대전광역시 유성구 봉명동 558-17,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3506965,127.3392236,2021-10-01
127,유성구청,,대전광역시 유성구 봉명동 451,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3530725,127.3389606,2021-10-01
128,유성구청,,대전광역시 유성구 장대동 286-7,생활방범,1,200,360°,30,2011-03,042-611-2114,36.357508,127.3398466,2021-10-01
129,유성구청,,대전광역시 유성구 장대동 269-11,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3594372,127.333477,2021-10-01
130,유성구청,,대전광역시 유성구 장대동 324-1,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3648642,127.3340737,2021-10-01
131,유성구청,,대전광역시 유성구 신성동 150-1,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3887614,127.3526319,2021-10-01
132,유성구청,,대전광역시 유성구 전민동 265,생활방범,1,200,360°,30,2011-03,042-611-2114,36.4001434,127.3958302,2021-10-01
133,유성구청,,대전광역시 유성구 어은동 108,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3626939,127.3553579,2021-10-01
134,유성구청,,대전광역시 유성구 궁동 414-8,생활방범,1,200,360°,30,2011-03,042-611-2114,36.362308,127.3487853,2021-10-01
135,유성구청,,대전광역시 유성구 궁동 430-1,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3612529,127.3520955,2021-10-01
136,유성구청,,대전광역시 유성구 궁동 401-1,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3638793,127.3508012,2021-10-01
137,유성구청,,대전광역시 유성구 신성동 253-38,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3866404,127.3490393,2021-10-01
138,유성구청,,대전광역시 유성구 신성동 141-4,생활방범,1,200,360°,30,2011-03,042-611-2114,36.38977364,127.3479616,2021-10-01
139,유성구청,,대전광역시 유성구 신성동 129,생활방범,1,200,360°,30,2011-03,042-611-2114,36.3907687,127.3504952,2021-10-01
140,유성구청,,대전광역시 유성구 송강동 184,생활방범,1,200,360°,30,2011-03,042-611-2114,36.4333807,127.3857203,2021-10-01
141,유성구청,,대전광역시 유성구 송강동 24-10,생활방범,1,200,360°,30,2011-03,042-611-2114,36.4354892,127.3858258,2021-10-01
142,유성구청,,대전광역시 유성구 노은동 539-6,생활방범,2,200,360°,30,2011-11,042-611-2114,36.36859924,127.3224474,2021-10-01
143,유성구청,,대전광역시 유성구 노은동 540,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3688795,127.321476,2021-10-01
144,유성구청,,대전광역시 유성구 노은동 535-1,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3683004,127.3205962,2021-10-01
145,유성구청,,대전광역시 유성구 하기동 516,생활방범,2,200,360°,30,2011-11,042-611-2114,36.3872892,127.3205402,2021-10-01
146,유성구청,,대전광역시 유성구 하기동 517,생활방범,2,200,360°,30,2011-11,042-611-2114,36.3860665,127.3196898,2021-10-01
147,유성구청,,대전광역시 유성구 하기동 515,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3886145,127.3206179,2021-10-01
148,유성구청,,대전광역시 유성구 반석동 615,생활방범,2,200,360°,30,2011-11,042-611-2114,36.3928607,127.3085743,2021-10-01
149,유성구청,,대전광역시 유성구 노은동 509-7,생활방범,2,200,360°,30,2011-11,042-611-2114,36.3683404,127.3161888,2021-10-01
150,유성구청,,대전광역시 유성구 노은동 556-1,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3647004,127.3157272,2021-10-01
151,유성구청,,대전광역시 유성구 노은동 564-5,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3660439,127.3125825,2021-10-01
152,유성구청,,대전광역시 유성구 구암동 628-1,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3495555,127.3283896,2021-10-01
153,유성구청,,대전광역시 유성구 장대동 345,생활방범,1,200,360°,30,2011-11,042-611-2114,36.36313,127.3400531,2021-10-01
154,유성구청,,대전광역시 유성구 전민동 369-1,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3977201,127.4032017,2021-10-01
155,유성구청,,대전광역시 유성구 도룡동 398,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3845022,127.3776531,2021-10-01
156,유성구청,,대전광역시 유성구 신성동 253-15,생활방범,1,200,360°,30,2011-11,042-611-2114,36.3871968,127.3486055,2021-10-01
157,유성구청,,대전광역시 유성구 신성동 206,생활방범,1,200,360°,30,2011-11,042-611-2114,36.38753113,127.3481116,2021-10-01
158,유성구청,,대전광역시 유성구 송강동 9,생활방범,1,200,360°,30,2011-11,042-611-2114,36.4349801,127.3840433,2021-10-01
159,유성구청,,대전광역시 유성구 관평동 1007,생활방범,1,200,360°,30,2011-11,042-611-2114,36.4231031,127.3908378,2021-10-01
160,유성구청,,대전광역시 유성구 관평동 1002,생활방범,1,200,360°,30,2011-11,042-611-2114,36.42310459,127.3904067,2021-10-01
161,유성구청,,대전광역시 유성구 관평동 1281,생활방범,1,200,360°,30,2011-11,042-611-2114,36.4229545,127.3896168,2021-10-01
162,유성구청,,대전광역시 유성구 관평동 884,생활방범,2,200,360°,30,2011-11,042-611-2114,36.4254111,127.3875606,2021-10-01
163,유성구청,,대전광역시 유성구 관평동 894,생활방범,2,200,360°,30,2011-11,042-611-2114,36.4238121,127.3865354,2021-10-01
164,유성구청,,대전광역시 유성구 관평동 900,생활방범,1,200,360°,30,2011-11,042-611-2114,36.4237326,127.3870581,2021-10-01
165,유성구청,,대전광역시 유성구 관평동 771,생활방범,1,200,360°,30,2011-11,042-611-2114,36.42439735,127.3940974,2021-10-01
166,유성구청,,대전광역시 유성구 관평동 771,생활방범,1,200,360°,30,2011-11,042-611-2114,36.42439735,127.3940974,2021-10-01
167,유성구청,,대전광역시 유성구 원내동 81,생활방범,1,200,360°,30,2011-11,042-611-2114,36.30377367,127.3205014,2021-10-01
168,유성구청,,대전광역시 유성구 지족동 915,생활방범,1,200,360°,30,2011-08,042-611-2114,36.3752309,127.3221809,2021-10-01
169,유성구청,,대전광역시 유성구 덕명동 93-1,생활방범,1,200,360°,30,2011-08,042-611-2114,36.3607111,127.3012448,2021-10-01
170,유성구청,,대전광역시 유성구 장대동 155,생활방범,1,200,360°,30,2011-08,042-611-2114,36.36259084,127.3327358,2021-10-01
171,유성구청,,대전광역시 유성구 도룡동 4,생활방범,1,200,360°,30,2011-08,042-611-2114,36.3786874,127.3915265,2021-10-01
172,유성구청,,대전광역시 유성구 도룡동 385-3,생활방범,1,200,360°,30,2011-08,042-611-2114,36.3866499,127.3801398,2021-10-01
173,유성구청,,대전광역시 유성구 전민동 468,생활방범,1,200,360°,30,2011-08,042-611-2114,36.3984983,127.4069237,2021-10-01
174,유성구청,,대전광역시 유성구 봉산동 305-9,생활방범,1,200,360°,30,2011-08,042-611-2114,36.4380499,127.381365,2021-10-01
175,유성구청,,대전광역시 유성구 관평동 1282,생활방범,1,200,360°,30,2011-08,042-611-2114,36.4215937,127.3881912,2021-10-01
176,유성구청,,대전광역시 유성구 용계동 332-6,생활방범,1,200,360°,30,2011-08,042-611-2114,36.3223292,127.319669,2021-10-01
177,유성구청,,대전광역시 유성구 용계동 402-27,생활방범,1,200,360°,30,2011-12,042-611-2114,36.3240241,127.3126231,2021-10-01
178,유성구청,,대전광역시 유성구 방동 11-7,생활방범,1,200,360°,30,2011-12,042-611-2114,36.2851182,127.3106884,2021-10-01
179,유성구청,,대전광역시 유성구 봉명동 562-2,생활방범,1,200,360°,30,2011-12,042-611-2114,36.3562399,127.3346619,2021-10-01
180,유성구청,,대전광역시 유성구 봉명동 463-4,생활방범,1,200,360°,30,2011-12,042-611-2114,36.3522998,127.3378008,2021-10-01
181,유성구청,,대전광역시 유성구 도안동 795,생활방범,1,200,360°,30,2015-01,042-611-2114,36.3324641,127.3461609,2021-10-01
182,유성구청,,대전광역시 유성구 용계동 15,생활방범,1,200,360°,30,2015-01,042-611-2114,36.3313247,127.3372154,2021-10-01
183,유성구청,,대전광역시 유성구 용계동 산 2-3,생활방범,1,200,360°,30,2015-01,042-611-2114,36.3312469,127.3339424,2021-10-01
184,유성구청,,대전광역시 유성구 용계동 산 2-7,생활방범,1,200,360°,30,2015-01,042-611-2114,36.3308796,127.3318879,2021-10-01
185,유성구청,,대전광역시 유성구 용계동 666-9,생활방범,1,200,360°,30,2015-01,042-611-2114,36.3300498,127.3359823,2021-10-01
186,유성구청,,대전광역시 유성구 용계동 117-21,생활방범,1,200,360°,30,2015-01,042-611-2114,36.3275,127.3317665,2021-10-01
187,유성구청,,대전광역시 유성구 반석동 648,생활방범,2,200,360°,30,2015-06,042-611-2114,36.3899916,127.3130729,2021-10-01
188,유성구청,,대전광역시 유성구 반석동 648,생활방범,2,200,360°,30,2015-06,042-611-2114,36.3899916,127.3130729,2021-10-01
189,유성구청,,대전광역시 유성구 지족동 1044,생활방범,2,200,360°,30,2015-06,042-611-2114,36.37929799,127.303167,2021-10-01
190,유성구청,,대전광역시 유성구 지족동 916-16,생활방범,2,200,360°,30,2015-06,042-611-2114,36.3745976,127.3223747,2021-10-01
191,유성구청,,대전광역시 유성구 하기동 548,생활방범,2,200,360°,30,2015-06,042-611-2114,36.3888182,127.3323123,2021-10-01
192,유성구청,,대전광역시 유성구 교촌동 618,생활방범,2,200,360°,30,2015-06,042-611-2114,36.3058894,127.3168032,2021-10-01
193,유성구청,,대전광역시 유성구 문지동 103-13,생활방범,2,200,360°,30,2015-06,042-611-2114,36.3949589,127.3975041,2021-10-01
194,유성구청,,대전광역시 유성구 지족동 886-18,생활방범,2,200,360°,30,2015-06,042-611-2114,36.37535876,127.3154279,2021-10-01
195,유성구청,,대전광역시 유성구 반석동 201,생활방범,2,200,360°,30,2015-06,042-611-2114,36.3939326,127.3073171,2021-10-01
196,유성구청,,대전광역시 유성구 교촌동 469-2,생활방범,2,200,360°,30,2015-06,042-611-2114,36.3109666,127.31486,2021-10-01
