번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
32,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 구천동1로 14,전북특별자치도 무주군 설천면 삼공리 395-10,생활방범,4,200,삼공마을,30,2021-06,063-320-2162,35.905853,127.779401,2021-10-21
33,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 소천리906-9,전북특별자치도 무주군 설천면 소천리906-9,생활방범,2,200,하평지마을,30,2021-06,063-320-2162,36.011155,127.789059,2021-10-21
34,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 두남리 산85,재난재해,1,200,산불관리) 진안읍 부귀산,30,2019-09,063-430-8026,35.824852,127.415371,2023-12-01
35,전북특별자치도 진안군,,전북특별자치도 진안군 백운면 덕현리 산66,재난재해,1,200,산불관리) 백운면 내동산,30,2019-09,063-430-8026,35.693957,127.372919,2023-12-01
36,전북특별자치도 진안군,,전북특별자치도 진안군 상전면 월포리 산1-4,재난재해,1,200,산불관리) 상전면 대덕산,30,2019-09,063-430-8026,35.863248,127.503204,2023-12-01
37,전북특별자치도 진안군,,전북특별자치도 진안군 주천면 대불리 산195-2,재난재해,1,200,산불관리) 주천면 매봉산,30,2019-09,063-430-8026,35.949436,127.389907,2023-12-01
38,전북특별자치도 진안군,,전북특별자치도 진안군 동향면 대량리 1118,어린이보호,1,200,경찰서/어린이보호) 동향면 동향초교(정문),30,2015-09,063-430-8026,35.839297,127.567596,2023-12-01
39,전북특별자치도 진안군,,전북특별자치도 진안군 동향면 대량리 1118,어린이보호,1,200,경찰서/어린이보호) 동향면 동향초교(정문),30,2018-09,063-430-8026,35.839297,127.567596,2023-12-01
40,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군하리 113-37,어린이보호,1,200,경찰서/어린이보호) 진안읍 진안초교(뒤),30,2018-09,063-430-8026,35.790833,127.422843,2023-12-01
41,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군하리 113-37,어린이보호,1,200,경찰서/어린이보호) 진안읍 진안초교(뒤),30,2015-09,063-430-8026,35.790833,127.422843,2023-12-01
42,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군하리 134-4,어린이보호,1,200,경찰서/어린이보호) 진안읍 진안초교(정문),30,2018-09,063-430-8026,35.790191,127.424013,2023-12-01
43,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군하리 134-4,어린이보호,1,200,경찰서/어린이보호) 진안읍 진안초교(정문),30,2015-09,063-430-8026,35.790191,127.424013,2023-12-01
44,전북특별자치도 진안군,,전북특별자치도 진안군 백운면 운교리 1047,어린이보호,1,200,경찰서/어린이보호) 백운면 백운초교,30,2015-09,063-430-8026,35.692309,127.39712,2023-12-01
45,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 839-1,교통정보수집,1,140,차량번호판독)군상교앞,30,2020-09,063-430-8026,35.794523,127.425708,2023-12-01
46,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 읍내리 420-3,전북특별자치도 무주군 무주읍 읍내리 420-3,어린이보호,3,200,중앙초 정문,30,2020-01,063-320-2162,36.011453,127.664359,2021-10-21
47,전북특별자치도 무주군청,전북특별자치도 무주군 적상면 사산리 1199-4,전북특별자치도 무주군 적상면 사산리 1199-4,어린이보호,2,200,적상초교후문,30,2020-05,063-320-2162,35.933057,127.656593,2021-10-21
48,전북특별자치도 무주군청,전북특별자치도 무주군 적상면 사산리 1234-2,전북특별자치도 무주군 적상면 사산리 1234-2,어린이보호,2,200,적상초교정문,30,2020-05,063-320-2162,35.931809,127.656349,2021-10-21
49,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 장기리 1307-10,전북특별자치도 무주군 안성면 장기리 1307-10,어린이보호,3,200,안성초교후문,30,2020-05,063-320-2162,35.865222,127.654409,2021-10-21
50,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 장기리 1309-1,전북특별자치도 무주군 안성면 장기리 1309-1,어린이보호,2,200,안성초교정문,30,2020-05,063-320-2162,35.866172,127.655068,2021-10-21
51,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 무설로 1599,전북특별자치도 무주군 설천면 소천리 904-27,어린이보호,2,200,설천초교후문,30,2020-01,063-320-2162,36.008869,127.789905,2021-10-21
52,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 소천리 904-93,전북특별자치도 무주군 설천면 소천리 904-93,어린이보호,2,200,설천초교정문,30,2020-05,063-320-2162,36.008543,127.788262,2021-10-21
53,전북특별자치도 무주군청,전북특별자치도 무주군 부남면 가당리 449-6,전북특별자치도 무주군 부남면 가당리 449-6,어린이보호,2,200,부당초교,30,2020-01,063-320-2162,36.014853,127.580142,2021-10-21
54,전북특별자치도 무주군청,전북특별자치도 무주군 부남면 대소리 459-1,전북특별자치도 무주군 부남면 대소리 459-1,어린이보호,2,200,부남초교,30,2020-05,063-320-2162,35.973565,127.558903,2021-10-21
55,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 무설로 139,전북특별자치도 무주군 무주읍 오산리 322-5,어린이보호,1,200,반디유치원 후문,30,2020-07,063-320-2162,36.013068,127.688524,2021-10-21
56,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 오산리 298-2,전북특별자치도 무주군 무주읍 오산리 298-2,어린이보호,2,200,반디유치원 정문,30,2020-03,063-320-2162,36.011727,127.688069,2021-10-21
57,전북특별자치도 무주군청,전북특별자치도 무주군 무풍면 현내리 642-3,전북특별자치도 무주군 무풍면 현내리 642-3,어린이보호,2,200,무풍초교정문,30,2020-05,063-320-2162,35.968177,127.847166,2021-10-21
58,전북특별자치도 무주군청,전북특별자치도 무주군 무풍면 현내리 639-1,전북특별자치도 무주군 무풍면 현내리 639-1,어린이보호,2,200,무풍중교,30,2020-06,063-320-2162,35.967703,127.845844,2021-10-21
59,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 읍내리 245-2,전북특별자치도 무주군 무주읍 읍내리 245-2,생활방범,1,200,장약국사거리,30,2020-06,063-320-2162,36.007824,127.66173,2021-10-21
60,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 단천로3길 11,전북특별자치도 무주군 무주읍 읍내리 794-2,생활방범,2,200,무주 장로교회,30,2020-05,063-320-2162,36.008721,127.657601,2021-10-21
61,전북특별자치도 무주군청,전북특별자치도 무주군 부남면 대유리 766-2,전북특별자치도 무주군 부남면 대유리 766-2,생활방범,2,200,대유삼거리(대유교 앞),30,2020-01,063-320-2162,35.983687,127.557055,2021-10-21
62,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 단천로 85,전북특별자치도 무주군 무주읍 읍내리 854-1,생활방범,2,200,원조영양탕골목,30,2020-01,063-320-2162,36.008141,127.660404,2021-10-21
63,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 공정리 1223-1,전북특별자치도 무주군 안성면 공정리 1223-1,생활방범,2,200,용추교사거리,30,2020-01,063-320-2162,35.843396,127.681743,2021-10-21
64,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 읍내리 238-10,전북특별자치도 무주군 무주읍 읍내리 238-10,생활방범,2,200,용천약국 사거리,30,2020-01,063-320-2162,36.007373,127.662909,2021-10-21
65,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 장기리 1506-22,전북특별자치도 무주군 안성면 장기리 1506-22,생활방범,3,200,안성터미널앞,30,2020-01,063-320-2162,35.867572,127.653154,2021-10-21
66,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 장기리  1920,전북특별자치도 무주군 안성면 장기리  1920,생활방범,4,200,안성농협 앞 사거리,30,2020-01,063-320-2162,35.866019,127.65406,2021-10-21
67,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 안성로 300,전북특별자치도 무주군 안성면 장기리 1329-5,생활방범,3,200,안성교사거리,30,2020-01,063-320-2162,35.868156,127.655357,2021-10-21
68,전북특별자치도 무주군청,전북특별자치도 무주군 적상면 괴목리 산 69-2,전북특별자치도 무주군 적상면 괴목리 산 69-2,생활방범,2,200,적상 산성교 삼거리,30,2020-01,063-320-2162,35.987309,127.695894,2021-10-21
69,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 장터로 8,전북특별자치도 무주군 무주읍 읍내리 1220,생활방범,2,200,반딧불 시장 내부,30,2020-06,063-320-2162,36.005195,127.653338,2021-10-21
70,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 읍내리 1127-1,전북특별자치도 무주군 무주읍 읍내리 1127-1,생활방범,1,200,시장골목길(푸드뱅킹옆),30,2020-01,063-320-2162,36.007088,127.656391,2021-10-21
71,전북특별자치도 무주군청,전북특별자치도 무주군 적상면 삼유길 145,전북특별자치도 무주군 적상면 삼유리 1059-9,생활방범,1,200,신촌마을,30,2021-06,063-320-2162,35.908705,127.612449,2021-10-21
72,전북특별자치도 무주군청,전북특별자치도 무주군 부남면 굴암리 1088-1,전북특별자치도 무주군 부남면 굴암리 1088-1,생활방범,1,200,조항마을,30,2021-06,063-320-2162,35.979348,127.858002,2021-10-21
73,전북특별자치도 무주군청,전북특별자치도 무주군 무풍면 도마1길 30,전북특별자치도 무주군 무풍면 덕지리 264-1,생활방범,2,200,도마마을,30,2017-06,063-320-2162,35.912517,127.863788,2022-06-03
74,전북특별자치도 무주군청,전북특별자치도 무주군 무풍면 방곡길 16,전북특별자치도 무주군 무풍면 은산리 산 74,생활방범,1,200,방곡마을,30,2018-06,063-320-2162,35.921321,127.836602,2022-06-03
75,전북특별자치도 무주군청,전북특별자치도 무주군 부남면 고창리 698-2,전북특별자치도 무주군 부남면 고창리 698-2,생활방범,1,200,방골마을,30,2018-06,063-320-2162,35.934863,127.566267,2022-06-03
76,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 대불리 870-1,전북특별자치도 무주군 설천면 대불리 870-1,생활방범,1,200,불대마을,30,2018-06,063-320-2162,36.014173,127.819544,2022-06-03
77,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 사교길 14,전북특별자치도 무주군 안성면 사전리 46-4,생활방범,2,200,사교마을,30,2018-06,063-320-2162,35.876005,127.677297,2022-06-03
78,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 공정리 1223-2,전북특별자치도 무주군 안성면 공정리 1223-2,생활방범,1,200,사탄마을,30,2018-06,063-320-2162,35.842969,127.681964,2022-06-03
79,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 내도로 613,전북특별자치도 무주군 무주읍 내도리 182-15,생활방범,2,200,산의실 마을,30,2018-06,063-320-2162,36.050236,127.649431,2022-06-03
80,전북특별자치도 무주군청,전북특별자치도 무주군 부남면 상굴암길 15,전북특별자치도 무주군 부남면 굴암리 296-1,생활방범,3,200,상굴암마을,30,2018-06,063-320-2162,35.989092,127.586498,2022-06-03
81,전북특별자치도 무주군청,전북특별자치도 무주군 안성면  진도리 902-2,전북특별자치도 무주군 안성면  진도리 902-2,생활방범,1,200,상오동마을,30,2018-06,063-320-2162,35.866414,127.615702,2022-06-03
82,전북특별자치도 무주군청,전북특별자치도 무주군 적상면 사천리 494-5,전북특별자치도 무주군 적상면 사천리 494-5,생활방범,2,200,신대마을,30,2018-06,063-320-2162,35.948749,127.661488,2022-06-03
83,전북특별자치도 무주군청,전북특별자치도 무주군 적상면 사천리 548-2,전북특별자치도 무주군 적상면 사천리 548-2,생활방범,1,200,서창마을,30,2018-06,063-320-2162,35.951727,127.663824,2022-06-03
84,전북특별자치도 무주군청,전북특별자치도 무주군 적상면 여용로 55,전북특별자치도 무주군 적상면 삼가리 1615-10,생활방범,2,200,여원마을,30,2017-06,063-320-2162,35.925151,127.639247,2022-06-03
85,전북특별자치도 무주군청,전북특별자치도 무주군 부남면 상평당길 83,전북특별자치도 무주군 부남면 가당리 1778-2,생활방범,1,200,상평당마을,30,2018-06,063-320-2162,36.025488,127.551362,2022-06-03
86,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 대차리 1455-1,전북특별자치도 무주군 무주읍 대차리 1455-1,생활방범,2,200,서면마을,30,2018-06,063-320-2162,36.006763,127.62103,2022-06-03
87,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 도촌길 32,전북특별자치도 무주군 안성면 금평리 2163-1,생활방범,2,200,도촌마을,30,2017-06,063-320-2162,35.883744,127.687797,2022-06-03
88,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 덕산리 794-1,전북특별자치도 무주군 안성면 덕산리 794-1,생활방범,1,200,수락마을,30,2018-06,063-320-2162,35.864847,127.691441,2022-06-03
89,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 수한길 2-3,전북특별자치도 무주군 설천면 장덕리 167-3,생활방범,1,200,수한마을,30,2018-06,063-320-2162,35.990678,127.817308,2022-06-03
90,전북특별자치도 무주군청,전북특별자치도 무주군 부남면 부남로 280,전북특별자치도 무주군 부남면 장안리 676,생활방범,1,200,시목마을,30,2018-06,063-320-2162,35.926246,127.575061,2022-06-03
91,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 길본지길 9,전북특별자치도 무주군 설천면 길산리 433-4,생활방범,2,200,신계마을,30,2017-06,063-320-2162,36.030069,127.732638,2022-06-03
92,전북특별자치도 무주군청,전북특별자치도 무주군 적상면 북창리 451-1,전북특별자치도 무주군 적상면 북창리 451-1,생활방범,2,200,외창마을,30,2018-06,063-320-2162,35.987626,127.693509,2022-06-03
93,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 구천동로 2337-2,전북특별자치도 무주군 설천면 두길리 1070-6,생활방범,4,200,신두마을,30,2017-06,063-320-2162,35.992388,127.791845,2022-06-03
94,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 신촌길 21,전북특별자치도 무주군 안성면 장기리 1308-100,생활방범,2,200,안성 신촌마을,30,2018-06,063-320-2162,35.864929,127.655652,2022-06-03
95,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 소천리 804-4,전북특별자치도 무주군 설천면 소천리 804-4,생활방범,2,200,설천 신촌마을,30,2019-05,063-320-2162,36.004544,127.791473,2022-06-03
96,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 금평리 1021-6,전북특별자치도 무주군 안성면 금평리 1021-6,생활방범,1,200,안기마을,30,2018-06,063-320-2162,35.878897,127.689225,2022-06-03
97,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 용포리 산 118-3,전북특별자치도 무주군 무주읍 용포리 산 118-3,생활방범,2,200,안요대마을,30,2018-06,063-320-2162,35.990338,127.615485,2022-06-03
98,전북특별자치도 무주군청,전북특별자치도 무주군 설천면 와석길 25,전북특별자치도 무주군 설천면 두길리 1876,생활방범,1,200,와석마을,30,2018-06,063-320-2162,35.970003,127.770782,2022-06-03
99,전북특별자치도 무주군청,전북특별자치도 무주군 안성면 외당길 22-1,전북특별자치도 무주군 안성면 공정리 642-1,생활방범,2,200,외당마을,30,2018-06,063-320-2162,35.855396,127.687563,2022-06-03
100,전북특별자치도 무주군청,전북특별자치도 무주군 무주읍 외요대길 2-6,전북특별자치도 무주군 무주읍 용포리 1000-15,생활방범,3,200,외요대마을,30,2018-06,063-320-2162,35.989561,127.60962,2022-06-03
101,전북특별자치도 진안군,,전북특별자치도 진안군 백운면 운교리 1047,어린이보호,1,200,경찰서/어린이보호) 백운면 백운초교,30,2020-09,063-430-8026,35.692309,127.39712,2023-12-01
102,전북특별자치도 진안군,,전북특별자치도 진안군 성수면 외궁리 723-1,어린이보호,1,200,경찰서/어린이보호) 성수면 외궁초교,30,2015-09,063-430-8026,35.707248,127.325082,2023-12-01
103,전북특별자치도 진안군,,전북특별자치도 진안군 성수면 외궁리 723-1,어린이보호,1,200,경찰서/어린이보호) 성수면 외궁초교,30,2018-09,063-430-8026,35.707248,127.325082,2023-12-01
104,전북특별자치도 진안군,,전북특별자치도 진안군 마령면 평지리 1037-1,어린이보호,1,200,경찰서/어린이보호) 마령면 마령초교,30,2020-09,063-430-8026,35.735132,127.368655,2023-12-01
105,전북특별자치도 진안군,,전북특별자치도 진안군 마령면 평지리 1037-1,어린이보호,1,200,경찰서/어린이보호) 마령면 마령초교,30,2015-09,063-430-8026,35.735132,127.368655,2023-12-01
106,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 죽산리 41-7,어린이보호,1,200,경찰서/어린이보호) 진안읍 오천초교,30,2015-09,063-430-8026,35.776312,127.493141,2023-12-01
107,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 죽산리 41-7,어린이보호,1,200,경찰서/어린이보호) 진안읍 오천초교,30,2020-09,063-430-8026,35.776312,127.493141,2023-12-01
108,전북특별자치도 진안군,,전북특별자치도 진안군 용담면 송풍리 997-2,어린이보호,1,200,경찰서/어린이보호) 용담면 송풍초교,30,2015-09,063-430-8026,35.964541,127.519133,2023-12-01
109,전북특별자치도 진안군,,전북특별자치도 진안군 용담면 송풍리 997-2,어린이보호,1,200,경찰서/어린이보호) 용담면 송풍초교,30,2020-09,063-430-8026,35.964541,127.519133,2023-12-01
110,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 물곡리 1609-10,어린이보호,1,200,경찰서/어린이보호) 진안읍 원물곡마을 초입삼거리,30,2018-09,063-430-8026,35.783401,127.466741,2023-12-01
111,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 물곡리 1609-10,어린이보호,1,200,경찰서/어린이보호) 진안읍 원물곡마을 초입삼거리,30,2018-09,063-430-8026,35.783401,127.466741,2023-12-01
112,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군하리 34,어린이보호,1,200,경찰서/어린이보호) 진안읍 청소년수련관뒤,30,2020-09,063-430-8026,35.786988,127.427041,2023-12-01
113,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군하리 152-6,어린이보호,1,200,경찰서/어린이보호) 진안읍 진안초교 통학로,30,2020-09,063-430-8026,35.789543,127.424388,2023-12-01
114,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군하리 152-6,어린이보호,1,200,경찰서/어린이보호) 진안읍 진안초교 통학로,30,2020-09,063-430-8026,35.789543,127.424388,2023-12-01
115,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 800,어린이보호,1,200,경찰서/어린이보호) 진안읍 군상 주공차아파트 앞,30,2020-09,063-430-8026,35.796658,127.426388,2023-12-01
116,전북특별자치도 진안군,,전북특별자치도 진안군 주천면 주양리 465-1,어린이보호,1,200,경찰서/어린이보호) 주천면 주천초교(정문),30,2018-09,063-430-8026,35.975804,127.426776,2023-12-01
117,전북특별자치도 진안군,,전북특별자치도 진안군 주천면 주양리 465-1,어린이보호,1,200,경찰서/어린이보호) 주천면 주천초교(정문),30,2020-09,063-430-8026,35.975804,127.426776,2023-12-01
118,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 403-14,어린이보호,1,200,경찰서/어린이보호) 진안읍 시외버스 공용정류장 앞,30,2020-09,063-430-8026,35.792364,127.43116,2023-12-01
119,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 403-14,어린이보호,1,200,경찰서/어린이보호) 진안읍 시외버스 공용정류장 앞,30,2020-09,063-430-8026,35.792364,127.43116,2023-12-01
120,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 411-7,어린이보호,1,200,경찰서/어린이보호) 진안읍 쌍다리앞,30,2018-09,063-430-8026,35.791953,127.427979,2023-12-01
121,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 411-7,어린이보호,1,200,경찰서/어린이보호) 진안읍 쌍다리앞,30,2018-09,063-430-8026,35.791953,127.427979,2023-12-01
122,전북특별자치도 진안군,,전북특별자치도 진안군 마령면 강정리 445-3,어린이보호,1,200,경찰서/어린이보호) 마령면 강정교차로,30,2018-09,063-430-8026,35.742586,127.350916,2023-12-01
123,전북특별자치도 진안군,,전북특별자치도 진안군 마령면 강정리 445-3,어린이보호,1,200,경찰서/어린이보호) 마령면 강정교차로,30,2018-09,063-430-8026,35.742586,127.350916,2023-12-01
124,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 753-1,어린이보호,1,200,경찰서/어린이보호) 진안읍 마이꿈유치원(정문),30,2014-09,063-430-8026,35.799437,127.421754,2023-12-01
125,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 753-1,어린이보호,1,200,경찰서/어린이보호) 진안읍 마이꿈유치원(정문),30,2014-09,063-430-8026,35.799437,127.421754,2023-12-01
126,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 760-13,어린이보호,1,200,경찰서/어린이보호) 진안읍 마이꿈유치원(삼거리),30,2014-09,063-430-8026,35.797691,127.422398,2023-12-01
127,전북특별자치도 진안군,,전북특별자치도 진안군 진안읍 군상리 760-13,어린이보호,1,200,경찰서/어린이보호) 진안읍 마이꿈유치원(삼거리),30,2014-09,063-430-8026,35.797691,127.422398,2023-12-01
