번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
54,충청북도 괴산군,,연풍면 행촌리 305-1,차량방범,1,500,이화령고개 진입부 (연풍방향),30,2021-06,043-830-3772,36.765636,128.003664,2021-10-20
55,충청북도 괴산군,,괴산읍 서부리 725-5,생활방범,3,300,괴산북중 앞,30,2021-06,043-830-3772,36.816093,127.781133,2021-10-20
56,충청북도 괴산군,,문광면 광덕리 349-7,생활방범,3,300,호국원입구 사거리,30,2021-06,043-830-3772,36.788097,127.784443,2021-10-20
57,충청북도 괴산군,,청천면 귀만리 465,생활방범,1,300,삼인교 앞,30,2021-06,043-830-3772,36.628487,127.745806,2021-10-20
58,충청북도 괴산군,,사리면 이곡리 485-3,생활방범,1,300,강천보건진료소 앞 삼거리,30,2021-06,043-830-3772,36.801029,127.710222,2021-10-20
59,충청북도 괴산군,,사리면 중흥리 731,생활방범,1,300,신정교 앞,30,2021-06,043-830-3772,36.826442,127.635285,2021-10-20
60,충청북도 괴산군,,불정면 웅동리 401,생활방범,1,300,웅동 삼거리(음성방향),30,2021-06,043-830-3772,36.908818,127.798447,2021-10-20
61,충청북도 괴산군,,불정면 창산리 395-3,생활방범,1,300,창산삼거리 탑촌리 방향,30,2021-06,043-830-3772,36.888434,127.846598,2021-10-20
62,충청북도 괴산군,,괴산읍 검승리 651-7,생활방범,1,200,원검승마을회관 앞 진입로,30,2021-06,043-830-3772,36.808032,127.827486,2021-10-20
63,충청북도 괴산군,,괴산읍 대덕리 130-2,생활방범,1,300,대덕사거리 칠성방향,30,2021-06,043-830-3772,36.809257,127.810576,2021-10-20
64,충청북도 괴산군,,괴산읍 대사리 30-6,생활방범,1,200,대사삼거리 교차로,30,2021-06,043-830-3772,36.798264,127.784794,2021-10-20
65,충청북도 괴산군,,괴산읍 동부리 191-11,생활방범,1,200,시내버스 터미널 앞,30,2021-06,043-830-3772,36.809326,127.797372,2021-10-20
66,충청북도 괴산군,,괴산읍 동부리 537-3,생활방범,3,300,서울감자탕 앞,30,2021-06,043-830-3772,36.811608,127.793122,2021-10-20
67,충청북도 괴산군,,괴산읍 동부리 661-5,생활방범,1,200,시외버스터미널 입구,30,2021-06,043-830-3772,36.808839,127.794626,2021-10-20
68,충청북도 괴산군,,괴산읍 동부리 661-50,생활방범,2,200,국제시장 앞 사거리,30,2021-06,043-830-3772,36.808949,127.793628,2021-10-20
69,충청북도 괴산군,,괴산읍 서부리 217-7,생활방범,1,200,수진교 앞 사거리(다래정 앞),30,2021-06,043-830-3772,36.812719,127.790851,2021-10-20
70,충청북도 괴산군,,괴산읍 서부리 232-2,생활방범,3,300,우리농장 앞 사거리,30,2021-06,043-830-3772,36.811964,127.792404,2021-10-20
71,충청북도 괴산군,,괴산읍 서부리 249-5,생활방범,3,300,꿀꾸리식당 앞 삼거리,30,2021-06,043-830-3772,36.812152,127.791594,2021-10-20
72,충청북도 괴산군,,괴산읍 서부리 262-1,생활방범,1,200,괴산도서관 앞 삼거리,30,2021-06,043-830-3772,36.810497,127.792346,2021-10-20
73,충청북도 괴산군,,감물면 광전리 510-2,생활방범,2,300,광지실마을 진입로,30,2021-06,043-830-3772,36.827067,127.879157,2021-10-20
74,충청북도 괴산군,,감물면 오성리 235-4,생활방범,1,200,신기마을 입구,30,2021-06,043-830-3772,36.836887,127.865506,2021-10-20
75,충청북도 괴산군,,감물면 이담리 66,생활방범,1,200,계담농촌체험관 앞 진입로,30,2021-06,043-830-3772,36.869631,127.864742,2021-10-20
76,충청북도 괴산군,,감물면 이담리 794,생활방범,1,200,계담부락 동편 보조진입로,30,2021-06,043-830-3772,36.870425,127.865208,2021-10-20
77,충청북도 괴산군,,감물면 이담리 824,생활방범,1,200,감물로이담5길 41-7 앞 사거리,30,2021-06,043-830-3772,36.872272,127.865501,2021-10-20
78,충청북도 괴산군,,장연면 송덕리 636-3,생활방범,1,200,송동마을 진입로,30,2021-06,043-830-3772,36.787799,127.925049,2021-10-20
79,충청북도 괴산군,,장연면 오가리 454-11,생활방범,1,200,미선로오가1길 10-1 앞 사거리,30,2021-06,043-830-3772,36.823909,127.952518,2021-10-20
80,충청북도 괴산군,,장연면 오가리 850-8,생활방범,1,200,신촌마을 진입로(신촌교 앞),30,2021-06,043-830-3772,36.831701,127.956395,2021-10-20
81,충청북도 괴산군,,장연면 조곡리 118-3,생활방범,1,200,조곡마을회관 진입로,30,2021-06,043-830-3772,36.879073,127.899788,2021-10-20
82,충청북도 괴산군,,연풍면 행촌리 267,생활방범,1,200,심기마을(심기골) 입구,30,2021-06,043-830-3772,36.763881,128.008257,2021-10-20
83,충청북도 괴산군,,연풍면 행촌리 641-22,생활방범,2,300,중앙로행정2길 14-2앞 사거리,30,2021-06,043-830-3772,36.765801,127.99676,2021-10-20
84,충청북도 괴산군,,연풍면 행촌리 684-1,생활방범,2,300,호소사열녀각 입구 사거리,30,2021-06,043-830-3772,36.766874,127.995223,2021-10-20
85,충청북도 괴산군,,칠성면 도정리 415-2,생활방범,1,200,사평리 정류장 앞,30,2021-06,043-830-3772,36.786433,127.871074,2021-10-20
86,충청북도 괴산군,,칠성면 율원리 1031,생활방범,1,200,둔율마을 진입로 (침수교 앞),30,2021-06,043-830-3772,36.785701,127.84733,2021-10-20
87,충청북도 괴산군,,칠성면 율원리 1069,생활방범,1,300,둔율마을 진입로,30,2021-06,043-830-3772,36.784748,127.850552,2021-10-20
88,충청북도 괴산군,,문광면 광덕리 246,생활방범,1,200,광덕1리 남자경로당 앞 삼거리,30,2021-06,043-830-3772,36.790417,127.785531,2021-10-20
89,충청북도 괴산군,,문광면 문법리 914,생활방범,1,200,문법2리 입구,30,2021-06,043-830-3772,36.79658,127.76128,2021-10-20
90,충청북도 괴산군,,문광면 옥성리 340-1,생활방범,1,200,옥성2리(치재) 입구,30,2021-06,043-830-3772,36.762961,127.799062,2021-10-20
91,충청북도 괴산군,,문광면 유평리 588-1,생활방범,1,200,모래재로유평2길 진입로,30,2021-06,043-830-3772,36.795419,127.7397,2021-10-20
92,충청북도 괴산군,,청천면 청천리 41-3,생활방범,1,200,버섯랜드 뒷편 입구,30,2021-06,043-830-3772,36.660028,127.740505,2021-10-20
93,충청북도 괴산군,,청천면 청천리 64-7,생활방범,1,300,덕수궁 식당 앞,30,2021-06,043-830-3772,36.659496,127.738414,2021-10-20
94,충청북도 괴산군,,청안면 금신리 443,생활방범,1,200,금신1리 한백식품 앞,30,2021-06,043-830-3772,36.775295,127.631461,2021-10-20
95,충청북도 괴산군,,청안면 문방리 817-2,생활방범,1,200,문방3리 폐비닐수거장 앞 진입로,30,2021-06,043-830-3772,36.757054,127.645383,2021-10-20
96,충청북도 괴산군,,청안면 읍내리 1442,생활방범,1,200,청안읍내로9길 23 앞 사거리,30,2021-06,043-830-3772,36.775961,127.64045,2021-10-20
97,충청북도 괴산군,,사리면 노송리 351-3,생활방범,1,200,용암동마을 진입로,30,2021-06,043-830-3772,36.840195,127.647196,2021-10-20
98,충청북도 괴산군,,사리면 사담리 456,생활방범,1,200,사리면분회 경로당 앞 삼거리,30,2021-06,043-830-3772,36.815763,127.65084,2021-10-20
99,충청북도 괴산군,,사리면 사담리 953-1,생활방범,2,200,문화3길 12 옆 삼거리,30,2021-06,043-830-3772,36.815944,127.649783,2021-10-20
100,충청북도 괴산군,,사리면 이곡리 243-2,생활방범,1,200,월현 마을회관 앞 진입로,30,2021-06,043-830-3772,36.790451,127.72264,2021-10-20
101,충청북도 괴산군,,사리면 이곡리 24-4,생활방범,1,200,마전경로당 앞 진입로,30,2021-06,043-830-3772,36.800638,127.725201,2021-10-20
102,충청북도 괴산군,,사리면 이곡리 506-15,생활방범,1,200,모래재로이곡1길 3 앞 진입로,30,2021-06,043-830-3772,36.801024,127.709736,2021-10-20
103,충청북도 괴산군,,사리면 중흥리 731-2,생활방범,1,200,진암경로당 앞 진입로,30,2021-06,043-830-3772,36.82369,127.631648,2021-10-20
104,충청북도 괴산군,,소수면 길선리 553-2,생활방범,2,300,길선1리 마을회관 앞 사거리,30,2021-06,043-830-3772,36.870301,127.710309,2021-10-20
105,충청북도 괴산군,,소수면 소암리 51,생활방범,2,200,소암1리 경로당 앞 광장,30,2021-06,043-830-3772,36.840839,127.718002,2021-10-20
106,충청북도 괴산군,,소수면 입암리 176,생활방범,1,200,입암1리 갓바위교 앞 진입로,30,2021-06,043-830-3772,36.843654,127.753267,2021-10-20
107,충청북도 괴산군,,소수면 입암리 625-1,생활방범,1,200,소수로4길 굴다리 앞,30,2021-06,043-830-3772,36.851605,127.74421,2021-10-20
108,충청북도 괴산군,,불정면 신흥리 111-1,생활방범,1,200,신흥3길 53 앞 새말랭골 입구,30,2021-06,043-830-3772,36.872009,127.808852,2021-10-20
109,충청북도 괴산군,,불정면 외령리 524-1,생활방범,1,300,영촌 재마을회관 앞 입구,30,2021-06,043-830-3772,36.933001,127.815027,2021-10-20
110,충청북도 괴산군,,불정면 외령리 643-4,생활방범,1,200,영촌 버스정류장 앞 진입로,30,2021-06,043-830-3772,36.928355,127.812581,2021-10-20
111,충청북도 괴산군,,불정면 창산리 371-10,생활방범,1,200,남창마을 경로당 앞,30,2021-06,043-830-3772,36.883834,127.846596,2021-10-20
112,충청북도 괴산군,,괴산읍 읍내로10길 3,생활방범,2,200,상신종합약국 앞,30,2021-06,043-830-3772,36.808932,127.794284,2021-10-20
113,충청북도 괴산군,,괴산읍 읍내로9길 4,생활방범,2,200,제중당약국 앞,30,2021-06,043-830-3772,36.808772,127.794181,2021-10-20
114,충청북도 괴산군,,괴산읍 읍내로6길 2,생활방범,2,200,동인공인중개사 앞,30,2021-06,043-830-3772,36.808437,127.794013,2021-10-20
115,충청북도 괴산군,,괴산읍 읍내로8길 19,생활방범,4,200,사또족발 앞,30,2021-06,043-830-3772,36.808813,127.793008,2021-10-20
116,충청북도 괴산군,,괴산읍 읍내로10길 22,생활방범,4,200,덕평상회 앞,30,2021-06,043-830-3772,36.809382,127.793316,2021-10-20
117,충청북도 괴산군,,괴산읍 읍내로8길 14-1,생활방범,1,200,시장여인숙 앞 사거리,30,2021-06,043-830-3772,36.808703,127.793477,2021-10-20
118,충청북도 괴산군,,괴산읍 읍내로10길 14,생활방범,1,200,청솔한우곰탕 앞,30,2021-06,043-830-3772,36.809195,127.79378,2021-10-20
119,충청북도 괴산군,,괴산읍 읍내로11길 3-1,생활방범,1,200,국제종합상사 앞,30,2021-06,043-830-3772,36.809365,127.793941,2021-10-20
120,충청북도 괴산군,,청안면 부흥리 181-15,생활방범,1,200,부흥교회 앞,30,2017-07,043-830-3772,36.707905,127.728726,2021-10-20
121,충청북도 괴산군,,청안면 부흥리 181-14,생활방범,1,200,백봉초 정문 앞,30,2017-07,043-830-3772,36.707271,127.729134,2021-10-20
122,충청북도 괴산군,,청안면 부흥리 157-15,생활방범,1,200,증평농협부흥지점 앞,30,2017-07,043-830-3772,36.707321,127.730764,2021-10-20
123,충청북도 괴산군,,청안면 부흥리 160-3,생활방범,1,200,부흥5리 경로당앞,30,2017-07,043-830-3772,36.706775,127.730433,2021-10-20
124,충청북도 괴산군,,청안면 부흥리 190-12,생활방범,1,200,중국집 골목,30,2017-07,043-830-3772,36.706021,127.730482,2021-10-20
125,충청북도 괴산군,,청안면 부흥리 216-2,생활방범,1,200,부흥2리 입구,30,2017-07,043-830-3772,36.703468,127.731412,2021-10-20
126,충청북도 괴산군,,청안면 부흥리 66-5,생활방범,1,200,부흥3리 경로당 앞,30,2017-07,043-830-3772,36.697912,127.738007,2021-10-20
127,충청북도 괴산군,,청안면 부흥리 61-3,생활방범,1,200,부흥3리 영농비닐수거장 앞,30,2017-07,043-830-3772,36.696924,127.737268,2021-10-20
128,충청북도 괴산군,,불정면 신흥리 238,생활방범,1,200,신흥마을 활성화센터 앞,30,2017-07,043-830-3772,36.870973,127.80463,2021-10-20
129,충청북도 괴산군,,불정면 신흥리 567-2,생활방범,1,200,향촌리 경로당 인근,30,2017-07,043-830-3772,36.87158,127.798633,2021-10-20
130,충청북도 괴산군,,불정면 신흥리 285,생활방범,1,200,두촌리 마을회관 앞,30,2017-07,043-830-3772,36.867581,127.807198,2021-10-20
131,충청북도 괴산군,,불정면 신흥리 5-3,생활방범,1,200,두촌리 버스정류장 앞,30,2017-07,043-830-3772,36.864312,127.812518,2021-10-20
132,충청북도 괴산군,,청천면 삼송리 450-1,생활방범,1,200,마을안쪽,30,2017-07,043-830-3772,36.656224,127.880159,2021-10-20
133,충청북도 괴산군,,청천면 이평리 374-5,생활방범,1,200,삼송교 부근,30,2017-07,043-830-3772,36.662001,127.876626,2021-10-20
134,충청북도 괴산군,,사리면 사담리 270,생활방범,1,200,굴다리 앞,30,2018-07,043-830-3772,36.821779,127.656217,2021-10-20
135,충청북도 괴산군,,사리면 사담리 355-1,생활방범,1,200,인삼밭 사거리,30,2018-07,043-830-3772,36.819987,127.654796,2021-10-20
136,충청북도 괴산군,,사리면 사담리 562-1,생활방범,1,200,형제목재 앞 삼거리(사리어린이집앞),30,2018-07,043-830-3772,36.820069,127.646982,2021-10-20
137,충청북도 괴산군,,사리면 사담리 383-7,생활방범,1,200,하도경로당 우측,30,2018-07,043-830-3772,36.816685,127.655264,2021-10-20
138,충청북도 괴산군,,사리면 사담리 507-2,생활방범,1,200,청석가든 앞,30,2018-07,043-830-3772,36.815994,127.648583,2021-10-20
139,충청북도 괴산군,,사리면 사담리 500,생활방범,1,200,삼화교 앞 사거리,30,2018-07,043-830-3772,36.815207,127.647547,2021-10-20
140,충청북도 괴산군,,사리면 사담리 417,생활방범,1,200,저수지 옆길(문화3길 28 앞),30,2018-07,043-830-3772,36.816093,127.651983,2021-10-20
141,충청북도 괴산군,,사리면 사담리 957-7,생활방범,1,200,문화1길 15-2 앞 삼거리,30,2018-07,043-830-3772,36.814546,127.650431,2021-10-20
142,충청북도 괴산군,,사리면 방축리 768-101,생활방범,1,200,부석교 앞,30,2018-07,043-830-3772,36.814691,127.648757,2021-10-20
143,충청북도 괴산군,,사리면 방축리 274,생활방범,1,200,사리보건지소 앞,30,2018-07,043-830-3772,36.81275,127.651787,2021-10-20
144,충청북도 괴산군,,사리면 사담리 383-3,생활방범,1,200,하도마을회관 앞,30,2018-07,043-830-3772,36.816604,127.654101,2021-10-20
145,충청북도 괴산군,,문광면 광덕리 1000-99,생활방범,2,300,문광우체국 앞,30,2020-07,043-830-3772,36.790201,127.784632,2021-10-20
146,충청북도 괴산군,,청천면 관평리 1-1,생활방범,1,200,상관평 관평4길 가은도로변 입구,30,2017-08,043-830-3772,36.690475,127.927658,2021-10-20
147,충청북도 괴산군,,청천면 관평리 39-1,생활방범,1,200,상관평 관평6길 쌍곡도로변 입구,30,2017-08,043-830-3772,36.692701,127.924663,2021-10-20
148,충청북도 괴산군,,청천면 관평리 46-2,생활방범,1,200,상관평 관평5길 쌍곡도로변 입구,30,2017-08,043-830-3772,36.692118,127.924713,2021-10-20
149,충청북도 괴산군,,청천면 관평리 63,생활방범,1,200,상관평 관평5길 송면도로변 입구,30,2017-08,043-830-3772,36.692412,127.920477,2021-10-20
150,충청북도 괴산군,,청천면 관평리 168-5,생활방범,1,200,중관평마을 입구,30,2017-08,043-830-3772,36.692859,127.907697,2021-10-20
151,충청북도 괴산군,,청천면 관평리 545,생활방범,1,200,관평 2길 입구,30,2017-08,043-830-3772,36.694043,127.897323,2021-10-20
152,충청북도 괴산군,,청천면 관평리 462,생활방범,1,200,하관평마을 입구,30,2017-08,043-830-3772,36.693749,127.8939,2021-10-20
153,충청북도 괴산군,,청천면 관평리 473,생활방범,1,200,하관평마을 입구,30,2017-08,043-830-3772,36.693042,127.892862,2021-10-20
154,충청북도 괴산군,,청천면 관평리 504-1,생활방범,1,200,제비소 (선유동상부)입구,30,2017-08,043-830-3772,36.685193,127.881141,2021-10-20
155,충청북도 괴산군,,괴산읍 제월리 317,시설물관리,3,41,"이구문집판목 외부,내부",30,2010-07,043-830-3772,36.821281,127.825923,2021-10-20
156,충청북도 괴산군,,괴산읍 동부리 450-7,시설물관리,1,41,홍범식고가 주변,30,2009-06,043-830-3772,36.813371,127.794718,2021-10-20
157,충청북도 괴산군,,연풍면 삼풍리 162,시설물관리,2,200,연풍향교 충효당 앞(외삼문 앞),30,2021-07,043-830-3772,36.76276,127.997378,2021-10-20
158,충청북도 괴산군,,연풍면 삼풍리 162,시설물관리,1,200,연풍향교 명륜당 앞,30,2021-07,043-830-3772,36.76266,127.997544,2021-10-20
159,충청북도 괴산군,,연풍면 삼풍리 162,시설물관리,2,200,연풍향교 내삼문 앞(대성전 앞),30,2021-07,043-830-3772,36.76289,127.997549,2021-10-20
160,충청북도 괴산군,,연풍면 삼풍리 162,시설물관리,1,200,연풍향교 대성전 뒤,30,2021-07,043-830-3772,36.762752,127.997488,2021-10-20
161,충청북도 괴산군,,청천면 화양리 393-2,시설물관리,5,200,우암송시열유적(화양서원),30,2014-07,043-830-3772,36.668968,127.811307,2021-10-20
162,충청북도 괴산군,,청천면 화양동길 205,시설물관리,1,200,암서재,30,2014-07,043-830-3772,36.668683,127.813437,2021-10-20
163,충청북도 괴산군,,괴산읍 제월리 59-13,시설물관리,1,200,제월대 고산정,30,2017-08,043-830-3772,36.817239,127.831234,2021-10-20
164,충청북도 괴산군,,괴산읍 능촌리 산4,시설물관리,1,200,충민사 취묵당,30,2017-08,043-830-3772,36.836277,127.84342,2021-10-20
165,충청북도 괴산군,,칠성면 사은리 산5-23,시설물관리,1,200,연하엽구름다리 주차장,30,2017-08,043-830-3772,36.738869,127.837793,2021-10-20
166,충청북도 괴산군,,칠성면 사은리 산5-23,시설물관리,1,200,연하엽구름다리 동편,30,2017-08,043-830-3772,36.739144,127.837738,2021-10-20
167,충청북도 괴산군,,칠성면 사은리 산54-1,시설물관리,1,200,연하엽구름다리 서편,30,2017-08,043-830-3772,36.740031,127.836441,2021-10-20
168,충청북도 괴산군,,괴산읍 동부리 664-15,교통단속,5,200,한영문구 앞,30,2017-08,043-830-3772,36.808703,127.792594,2021-10-20
169,충청북도 괴산군,,괴산읍 동부리 628-3,교통단속,5,200,괴산단위농협(동원사진관) 앞,30,2017-08,043-830-3772,36.809712,127.793213,2021-10-20
170,충청북도 괴산군,,괴산읍 동부리 623-4,교통단속,5,200,이세희인테리어 앞,30,2017-08,043-830-3772,36.810716,127.793714,2021-10-20
171,충청북도 괴산군,,괴산읍 동부리 633-3,교통단속,5,200,시계탑사거리,30,2017-08,043-830-3772,36.809249,127.794567,2021-10-20
172,충청북도 괴산군,,괴산읍 동부리 645-7,교통단속,5,200,대풍농재사 앞,30,2017-08,043-830-3772,36.808179,127.79415,2021-10-20
173,충청북도 괴산군,,사리면 중흥리 693-43,생활방범,1,200,백마교 앞,30,2019-06,043-830-3772,36.837342,127.651002,2021-10-20
174,충청북도 괴산군,,사리면 수암리 578-2,생활방범,1,200,시동마을 입구,30,2019-06,043-830-3772,36.804199,127.689363,2021-10-20
175,충청북도 괴산군,,소수면 원소로 865,생활방범,1,200,소암저수지 입구,30,2019-06,043-830-3772,36.840921,127.716628,2021-10-20
176,충청북도 괴산군,,불정면 삼방리 120-2,생활방범,1,200,연지마을회관 입구,30,2019-06,043-830-3772,36.932357,127.80498,2021-10-20
177,충청북도 괴산군,,불정면 목도리 272-16,생활방범,1,300,불정파출소 옆 삼거리,30,2019-06,043-830-3772,36.872382,127.854478,2021-10-20
